unnamed_0,year,prize,motivation,laureate_id,birth_city,birth_country,organization_name,organization_city,organization_country,death_city,death_country,usa_born_winner,decade,female,age,birth_date_year,birth_date_month,birth_date_day,death_date_year,death_date_month,death_date_day,category_Chemistry,category_Economics,category_Literature,category_Medicine,category_Peace,category_Physics,prize_encoded,motivation_encoded,prize_share_1/1,prize_share_1/2,prize_share_1/3,prize_share_1/4,laureate_type_Individual,laureate_type_Organization,birth_city_encoded,birth_country_encoded,sex_Male,organization_name_encoded,organization_city_encoded,organization_country_encoded,death_city_encoded,death_country_encoded,age_group_Adult,age_group_Senior,age_group_Youth
-1.4288096312943575,-1.6792033528422232,The Nobel Prize in Chemistry 1905,"""in recognition of his services in the advancement of organic chemistry and the chemical industry, through his work on organic dyes and hydroaromatic compounds""",164,Berlin,Prussia (Germany),Munich University,Munich,Germany,Starnberg,Germany,False,-1.6888979545202814,False,0.8139400965490087,1835,10,31,1917,8,20,1,0,0,0,0,0,59,378,1,0,0,0,1,0,30,66,1,101,80,11,238,14,0,1,0
-1.281119999219837,-1.5085596718856893,The Nobel Prize in Chemistry 1910,"""in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds""",169,Koenigsberg (Kaliningrad),Germany (Russia),Goettingen University,Göttingen,Germany,Göttingen,Germany,False,-1.3490411403035243,False,0.2597080539277761,1847,3,27,1931,2,26,1,0,0,0,0,0,64,380,1,0,0,0,1,0,179,37,1,44,48,11,101,14,1,0,0
-1.5526783549697618,-1.8157182976074502,The Nobel Prize in Chemistry 1901,"""in recognition of the extraordinary services he has rendered by the discovery of the laws of chemical dynamics and osmotic pressure in solutions""",160,Rotterdam,Netherlands,Berlin University,Berlin,Germany,Berlin,Germany,False,-1.6888979545202814,False,-0.8487560313146892,1852,8,30,1911,3,1,1,0,0,0,0,0,55,394,1,0,0,0,1,0,316,56,1,9,7,11,22,14,1,0,0
-1.4049887228952411,-1.6450746166509165,The Nobel Prize in Chemistry 1906,"""in recognition of the great services rendered by him in his investigation and isolation of the element fluorine, and for the adoption in the service of science of the electric furnace called after him""",165,Paris,France,Sorbonne University,Paris,France,Paris,France,False,-1.6888979545202814,False,-0.45287600087095164,1852,9,28,1907,2,20,1,0,0,0,0,0,60,400,1,0,0,0,1,0,283,31,1,131,93,10,195,12,1,0,0
-1.457394721373297,-1.71333208903353,The Nobel Prize in Chemistry 1904,"""in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system""",163,Glasgow,Scotland,University College,London,United Kingdom,High Wycombe,United Kingdom,False,-1.6888979545202814,False,-0.6112280130484467,1852,10,2,1916,7,23,1,0,0,0,0,0,58,379,1,0,0,0,1,0,125,80,1,151,65,25,109,45,1,0,0
-1.5240932648908223,-1.7815895614161434,The Nobel Prize in Chemistry 1902,"""in recognition of the extraordinary services he has rendered by his work on sugar and purine syntheses""",161,Euskirchen,Prussia (Germany),Berlin University,Berlin,Germany,Berlin,Germany,False,-1.6888979545202814,False,-0.7695800252259417,1852,10,9,1919,7,15,1,0,0,0,0,0,56,393,1,0,0,0,1,0,107,66,1,9,7,11,22,14,1,0,0
-1.3144692709785997,-1.5426884080769963,The Nobel Prize in Chemistry 1909,"""in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction""",168,Riga,Russian Empire (Latvia),Leipzig University,Leipzig,Germany,Leipzig,Germany,False,-1.6888979545202814,False,-0.2945239886934566,1853,9,2,1932,4,4,1,0,0,0,0,0,63,385,1,0,0,0,1,0,311,74,1,86,61,11,131,14,1,0,0
-1.223949819061958,-1.4403021995030758,The Nobel Prize in Chemistry 1912,"""for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years""",173,Carcassonne,France,Toulouse University,Toulouse,France,Toulouse,France,False,-1.3490411403035243,False,-0.13617197651596155,1854,11,5,1941,8,14,1,0,0,0,0,0,66,148,0,1,0,0,1,0,71,31,1,147,122,10,248,12,1,0,0
-1.4907439931320596,-1.7474608252248367,The Nobel Prize in Chemistry 1903,"""in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation""",162,Vik,Sweden,Stockholm University,Stockholm,Sweden,Stockholm,Sweden,False,-1.6888979545202814,False,-1.244636061758427,1859,2,19,1927,10,2,1,0,0,0,0,0,57,396,1,0,0,0,1,0,393,84,1,135,116,22,239,40,1,0,0
-1.3764036328163018,-1.6109458804596097,The Nobel Prize in Chemistry 1907,"""for his biochemical researches and his discovery of cell-free fermentation""",166,Munich,Bavaria (Germany),Landwirtschaftliche Hochschule (Agricultural College),Berlin,Germany,Focsani,Romania,False,-1.6888979545202814,False,-1.0071080434921842,1860,5,20,1917,8,13,1,0,0,0,0,0,61,41,1,0,0,0,1,0,245,14,1,84,7,11,90,35,1,0,0
-1.0905527320269073,-1.1672723099726217,The Nobel Prize in Chemistry 1920,"""in recognition of his work in thermochemistry""",178,Briesen,Prussia (Germany),Berlin University,Berlin,Germany,Muskau,Germany,False,-1.0091843260867674,False,-0.2945239886934566,1864,6,25,1941,11,18,1,0,0,0,0,0,71,383,1,0,0,0,1,0,50,66,1,9,7,11,168,14,1,0,0
-0.9762123717111495,-0.996628629016088,The Nobel Prize in Chemistry 1925,"""for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry""",182,Vienna,Austrian Empire (Austria),Goettingen University,Göttingen,Germany,Göttingen,Germany,False,-1.0091843260867674,False,0.0221800356615335,1865,4,1,1929,9,24,1,0,0,0,0,0,75,57,1,0,0,0,1,0,392,11,1,44,48,11,101,14,1,0,0
-0.866636193075215,-0.8601136842508609,The Nobel Prize in Chemistry 1929,"""for their investigations on the fermentation of sugar and fermentative enzymes""",186,Manchester,United Kingdom,London University,London,United Kingdom,Bourne,United Kingdom,False,-1.0091843260867674,False,0.3388840600165236,1865,10,12,1940,6,17,1,0,0,0,0,0,79,342,0,1,0,0,1,0,220,88,1,88,65,25,37,45,1,0,0
-1.2001289106628419,-1.406173463311769,The Nobel Prize in Chemistry 1913,"""in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry""",174,Mulhouse,France,University of Zurich,Zurich,Switzerland,Zurich,Switzerland,False,-1.3490411403035243,False,-1.0071080434921842,1866,12,12,1919,11,15,1,0,0,0,0,0,67,386,1,0,0,0,1,0,244,31,1,181,134,23,282,41,1,0,0
-1.2572990908207207,-1.4744309356943825,The Nobel Prize in Chemistry 1911,"""in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element""",6,Warsaw,Russian Empire (Poland),Sorbonne University,Paris,France,Sallanches,France,False,-1.3490411403035243,True,-1.244636061758427,1867,11,7,1934,7,4,1,0,0,0,0,0,65,372,1,0,0,0,1,0,402,76,0,131,93,10,223,12,1,0,0
-1.1763080022637256,-1.3720447271204623,The Nobel Prize in Chemistry 1914,"""in recognition of his accurate determinations of the atomic weight of a large number of chemical elements""",175,"Germantown, PA",United States of America,Harvard University,"Cambridge, MA",United States of America,"Cambridge, MA",United States of America,True,-1.3490411403035243,False,-1.0862840495809318,1868,1,31,1928,4,2,1,0,0,0,0,0,68,373,1,0,0,0,1,0,123,89,1,50,27,26,53,46,1,0,0
-1.1191378221058468,-1.2355297823552354,The Nobel Prize in Chemistry 1918,"""for the synthesis of ammonia from its elements""",177,Breslau (Wroclaw),Prussia (Poland),Kaiser-Wilhelm-Institut (now Fritz-Haber-Institut) für physikalische Chemie und Electrochemie,Berlin-Dahlem,Germany,Basel,Switzerland,False,-1.3490411403035243,False,-0.7695800252259417,1868,12,9,1934,1,29,1,0,0,0,0,0,70,278,1,0,0,0,1,0,48,67,1,70,8,11,14,41,1,0,0
-1.0143258251497353,-1.0648861013987014,The Nobel Prize in Chemistry 1923,"""for his invention of the method of micro-analysis of organic substances""",181,Laibach (Ljubljana),Austria-Hungary (Slovenia),Graz University,Graz,Austria,Graz,Austria,False,-1.0091843260867674,False,-0.45287600087095164,1869,9,3,1930,12,13,1,0,0,0,0,0,74,134,1,0,0,0,1,0,188,9,1,45,44,3,96,2,1,0,0
-1.2287140007417814,-1.4403021995030758,The Nobel Prize in Chemistry 1912,"""for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry""",172,Cherbourg,France,Nancy University,Nancy,France,Lyon,France,False,-1.3490411403035243,False,-1.4821640800246694,1871,5,6,1935,12,13,1,0,0,0,0,0,66,259,0,1,0,0,1,0,79,31,1,103,84,10,145,12,1,0,0
-1.3478185427373623,-1.576817144268303,The Nobel Prize in Chemistry 1908,"""for his investigations into the disintegration of the elements, and the chemistry of radioactive substances""",167,Nelson,New Zealand,Victoria University,Manchester,United Kingdom,Cambridge,United Kingdom,False,-1.6888979545202814,False,-1.7988681043796595,1871,8,30,1937,10,19,1,0,0,0,0,0,62,136,1,0,0,0,1,0,253,57,1,189,72,25,52,45,1,0,0
-1.162015457224256,-1.3379159909291556,The Nobel Prize in Chemistry 1915,"""for his researches on plant pigments, especially chlorophyll""",176,Karlsruhe,Germany,Munich University,Munich,Germany,Locarno,Switzerland,False,-1.3490411403035243,False,-1.3238120678471743,1872,8,13,1942,8,3,1,0,0,0,0,0,69,178,1,0,0,0,1,0,168,34,1,101,80,11,140,41,1,0,0
-0.8618720113953917,-0.8601136842508609,The Nobel Prize in Chemistry 1929,"""for their investigations on the fermentation of sugar and fermentative enzymes""",187,Augsburg,Germany,Stockholm University,Stockholm,Sweden,Stockholm,Sweden,False,-1.0091843260867674,False,-0.2945239886934566,1873,2,15,1964,11,6,1,0,0,0,0,0,79,342,0,1,0,0,1,0,19,34,1,135,116,22,239,40,1,0,0
-0.8094660129173361,-0.7918562118682473,The Nobel Prize in Chemistry 1931,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",189,Cologne,Germany,University of Heidelberg,Heidelberg,Germany,Heidelberg,Germany,False,-0.6693275118700105,False,-0.21534798260470905,1874,8,27,1940,4,26,1,0,0,0,0,0,81,405,0,1,0,0,1,0,88,34,1,162,52,11,105,14,1,0,0
-0.3616329350139514,-0.14341022423341881,The Nobel Prize in Chemistry 1950,"""for their discovery and development of the diene synthesis""",210,Hamburg,Germany,Kiel University,Kiel,Federal Republic of Germany,Kiel,West Germany (Germany),False,0.010386116563503373,False,1.1306441209039988,1876,1,23,1954,3,7,1,0,0,0,0,0,96,324,0,1,0,0,1,0,137,34,1,78,58,8,119,48,0,1,0
-0.8856929197945079,-0.8942424204421676,The Nobel Prize in Chemistry 1928,"""for the services rendered through his research into the constitution of the sterols and their connection with the vitamins""",185,Berlin,Germany,Goettingen University,Göttingen,Germany,Göttingen,West Germany (Germany),False,-1.0091843260867674,False,-0.6112280130484467,1876,12,25,1959,6,9,1,0,0,0,0,0,78,275,1,0,0,0,1,0,30,34,1,44,48,11,101,48,1,0,0
-0.9190421915532706,-0.9283711566334744,The Nobel Prize in Chemistry 1927,"""for his investigations of the constitution of the bile acids and related substances""",184,Pforzheim,Germany,Munich University,Munich,Germany,Munich,West Germany (Germany),False,-1.0091843260867674,False,-0.7695800252259417,1877,6,4,1957,8,5,1,0,0,0,0,0,77,137,1,0,0,0,1,0,289,34,1,101,80,11,167,48,1,0,0
-1.0429109152286749,-1.0990148375900082,The Nobel Prize in Chemistry 1922,"""for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule""",180,Harborne,United Kingdom,University of Cambridge,Cambridge,United Kingdom,Cambridge,United Kingdom,False,-1.0091843260867674,False,-1.1654600556696793,1877,9,1,1945,11,20,1,0,0,0,0,0,73,117,1,0,0,0,1,0,141,88,1,155,26,25,52,45,1,0,0
-1.0667318236277912,-1.133143573781315,The Nobel Prize in Chemistry 1921,"""for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes""",179,Eastbourne,United Kingdom,University of Oxford,Oxford,United Kingdom,Brighton,United Kingdom,False,-1.0091843260867674,False,-1.244636061758427,1877,9,2,1956,9,22,1,0,0,0,0,0,72,51,1,0,0,0,1,0,104,88,1,172,92,25,39,45,1,0,0
-0.5474360205270578,-0.3481826413812594,The Nobel Prize in Chemistry 1944,"""for his discovery of the fission of heavy nuclei""",202,Frankfurt-on-the-Main,Germany,Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Chemie,Berlin-Dahlem,Germany,Göttingen,West Germany (Germany),False,-0.32947069765325354,False,0.4180600661052711,1879,3,8,1968,7,28,1,0,0,0,0,0,90,100,1,0,0,0,1,0,113,34,1,71,8,11,101,48,0,1,0
-0.7808809228383966,-0.7577274756769405,The Nobel Prize in Chemistry 1932,"""for his discoveries and investigations in surface chemistry""",191,"Brooklyn, NY",United States of America,General Electric Company,"Schenectady, NY",United States of America,"Falmouth, MA",United States of America,True,-0.6693275118700105,False,-0.6904040191371942,1881,1,31,1957,8,16,1,0,0,0,0,0,82,66,1,0,0,0,1,0,53,89,1,41,110,26,88,46,1,0,0
-0.25682093805784006,-0.04102401565949851,The Nobel Prize in Chemistry 1953,"""for his discoveries in the field of macromolecular chemistry""",216,Worms,Germany,University of Freiburg,Breisgau,Federal Republic of Germany,Freiburg im Breisgau,West Germany (Germany),False,0.010386116563503373,False,0.9722921087265037,1881,3,23,1965,9,8,1,0,0,0,0,0,99,77,1,0,0,0,1,0,418,34,1,159,16,8,92,48,0,1,0
-0.8332869213164523,-0.8259849480595541,The Nobel Prize in Chemistry 1930,"""for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin""",188,Hoechst,Germany,Technische Hochschule (Institute of Technology),Munich,Germany,Munich,Germany,False,-0.6693275118700105,False,-0.8487560313146892,1881,7,27,1945,3,31,1,0,0,0,0,0,80,177,1,0,0,0,1,0,148,34,1,140,80,11,167,14,1,0,0
-0.6474838358033459,-0.5870837947204067,The Nobel Prize in Chemistry 1937,"""for his investigations on carbohydrates and vitamin C""",196,Chorley,United Kingdom,Birmingham University,Birmingham,United Kingdom,Birmingham,United Kingdom,False,-0.6693275118700105,False,-0.45287600087095164,1883,3,19,1950,3,19,1,0,0,0,0,0,86,140,0,1,0,0,1,0,82,88,1,11,11,25,27,45,1,0,0
-0.6808331075621086,-0.6212125309117135,The Nobel Prize in Chemistry 1936,"""for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases""",195,Maastricht,Netherlands,Berlin University,Berlin,Germany,"Ithaca, NY",United States of America,False,-0.6693275118700105,False,-0.6112280130484467,1884,3,24,1966,11,2,1,0,0,0,0,0,85,50,1,0,0,0,1,0,216,56,1,9,7,11,115,46,1,0,0
-0.9476272816322101,-0.9624998928247812,The Nobel Prize in Chemistry 1926,"""for his work on disperse systems""",183,Fleräng,Sweden,Uppsala University,Uppsala,Sweden,Örebro,Sweden,False,-1.0091843260867674,False,-1.402988073935922,1884,8,30,1971,2,25,1,0,0,0,0,0,76,196,1,0,0,0,1,0,110,84,1,185,125,22,287,40,1,0,0
-0.8047018312375128,-0.7918562118682473,The Nobel Prize in Chemistry 1931,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",190,"Goldschmieden, near Breslau",Germany (Poland),University of Heidelberg,Heidelberg,Germany,Buenos Aires,Argentina,False,-0.6693275118700105,False,-1.0071080434921842,1884,10,11,1949,3,30,1,0,0,0,0,0,81,405,0,1,0,0,1,0,127,36,1,162,52,11,45,0,1,0,0
-0.5664927472463508,-0.38231137757256617,The Nobel Prize in Chemistry 1943,"""for his work on the use of isotopes as tracers in the study of chemical processes""",201,Budapest,Austria-Hungary (Hungary),Stockholm University,Stockholm,Sweden,Freiburg im Breisgau,West Germany (Germany),False,-0.32947069765325354,False,-0.13617197651596155,1885,8,1,1966,7,5,1,0,0,0,0,0,89,214,1,0,0,0,1,0,57,7,1,135,116,22,92,48,1,0,0
-0.4473882052507697,-0.2457964328073391,The Nobel Prize in Chemistry 1947,"""for his investigations on plant products of biological importance, especially the alkaloids""",207,"Rufford, near Chesterfield",United Kingdom,University of Oxford,Oxford,United Kingdom,Great Missenden,United Kingdom,False,-0.32947069765325354,False,0.10135604175028101,1886,9,13,1975,2,8,1,0,0,0,0,0,93,142,1,0,0,0,1,0,318,88,1,172,92,25,98,45,1,0,0
-0.5855494739656437,-0.5188263223377932,The Nobel Prize in Chemistry 1939,"""for his work on polymethylenes and higher terpenes""",200,Vukovar,Austria-Hungary (Croatia),Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,Zurich,Switzerland,False,-0.6693275118700105,False,-0.6112280130484467,1887,9,13,1976,9,26,1,0,0,0,0,0,88,199,0,1,0,0,1,0,397,5,1,35,134,23,282,41,1,0,0
-0.48550165868935563,-0.2799251689986459,The Nobel Prize in Chemistry 1946,"""for his discovery that enzymes can be crystallized""",204,"Canton, MA",United States of America,Cornell University,"Ithaca, NY",United States of America,"Buffalo, NY",United States of America,True,-0.32947069765325354,False,-0.05699597042721402,1887,11,19,1955,8,12,1,0,0,0,0,0,92,116,0,1,0,0,1,0,68,89,1,30,57,26,46,46,1,0,0
-0.6427196541235226,-0.5870837947204067,The Nobel Prize in Chemistry 1937,"""for his investigations on carotenoids, flavins and vitamins A and B2""",197,Moscow,Russia,University of Zurich,Zurich,Switzerland,Zurich,Switzerland,False,-0.6693275118700105,False,-0.9279320374034368,1889,4,21,1971,6,18,1,0,0,0,0,0,86,141,0,1,0,0,1,0,242,70,1,181,134,23,282,41,1,0,0
-0.051961125825440685,0.16374840148834208,The Nobel Prize in Chemistry 1959,"""for his discovery and development of the polarographic methods of analysis""",223,Prague,Austria-Hungary (Czech Republic),Polarographic Institute of the Czechoslovak Academy of Science,Prague,Czechoslovakia,Prague,Czechoslovakia,False,0.010386116563503373,False,0.7347640904602611,1890,12,20,1967,3,27,1,0,0,0,0,0,105,83,1,0,0,0,1,0,299,6,1,113,98,6,206,7,0,1,0
-0.4807374770095324,-0.2799251689986459,The Nobel Prize in Chemistry 1946,"""for their preparation of enzymes and virus proteins in a pure form""",205,"Yonkers, NY",United States of America,Rockefeller Institute for Medical Research,"Princeton, NJ",United States of America,"Wickenberg, AZ",United States of America,True,-0.32947069765325354,False,-0.3736999947822041,1891,7,5,1987,5,27,1,0,0,0,0,0,92,354,0,0,0,1,1,0,420,89,1,120,99,26,275,46,1,0,0
-0.7332391060401642,-0.6894700032943271,The Nobel Prize in Chemistry 1934,"""for his discovery of heavy hydrogen""",192,"Walkerton, IN",United States of America,Columbia University,"New York, NY",United States of America,"La Jolla, CA",United States of America,True,-0.6693275118700105,False,-1.4821640800246694,1893,4,29,1981,1,5,1,0,0,0,0,0,83,86,1,0,0,0,1,0,400,89,1,27,88,26,125,46,1,0,0
-0.5188509304481184,-0.31405390518995263,The Nobel Prize in Chemistry 1945,"""for his research and inventions in agricultural and nutrition chemistry, especially for his fodder preservation method""",203,Helsinki,Russian Empire (Finland),University of Helsinki,Helsinki,Finland,Helsinki,Finland,False,-0.32947069765325354,False,-0.7695800252259417,1895,1,15,1973,11,11,1,0,0,0,0,0,91,171,1,0,0,0,1,0,145,73,1,163,53,9,107,11,1,0,0
-0.39021802509289083,-0.17753896042472558,The Nobel Prize in Chemistry 1949,"""for his contributions in the field of chemical thermodynamics, particularly concerning the behaviour of substances at extremely low temperatures""",209,Niagara Falls,Canada,University of California,"Berkeley, CA",United States of America,"Berkeley, CA",United States of America,False,-0.32947069765325354,False,-0.45287600087095164,1895,5,12,1982,3,28,1,0,0,0,0,0,95,48,1,0,0,0,1,0,263,22,1,154,6,26,21,46,1,0,0
-0.16153730446137524,0.061362192914421784,The Nobel Prize in Chemistry 1956,"""for their researches into the mechanism of chemical reactions""",220,Saratov,Russia,Institute for Chemical Physics of the Academy of Sciences of the USSR,Moscow,Union of Soviet Socialist Republics,Moscow,Union of Soviet Socialist Republics,False,0.010386116563503373,False,0.0221800356615335,1896,4,3,1986,9,25,1,0,0,0,0,0,102,355,0,1,0,0,1,0,326,70,1,60,78,24,164,43,1,0,0
0.2100688665648376,0.40264955482748943,The Nobel Prize in Chemistry 1966,"""for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method""",232,"Newburyport, MA",United States of America,University of Chicago,"Chicago, IL",United States of America,"Arlington, VA",United States of America,True,0.3502429307802603,False,0.8139400965490087,1896,6,7,1986,10,31,1,0,0,0,0,0,112,124,1,0,0,0,1,0,261,89,1,156,30,26,4,46,0,1,0
0.3148808635209489,0.5050357634014098,The Nobel Prize in Chemistry 1969,"""for their contributions to the development of the concept of conformation and its application in chemistry""",238,Kristiania (Oslo),Norway,University of Oslo,Oslo,Norway,Oslo,Norway,False,0.3502429307802603,False,0.9722921087265037,1897,5,17,1981,5,11,1,0,0,0,0,0,115,283,0,1,0,0,1,0,180,59,1,171,90,18,188,30,0,1,0
-0.16630148614119847,0.061362192914421784,The Nobel Prize in Chemistry 1956,"""for their researches into the mechanism of chemical reactions""",219,London,United Kingdom,University of Oxford,Oxford,United Kingdom,London,United Kingdom,False,0.010386116563503373,False,-0.05699597042721402,1897,5,19,1967,10,9,1,0,0,0,0,0,102,355,0,1,0,0,1,0,208,88,1,172,92,25,141,45,1,0,0
0.8055915765427427,0.8463231253144774,The Nobel Prize in Chemistry 1979,"""for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis""",253,Berlin,Germany,University of Heidelberg,Heidelberg,Federal Republic of Germany,Heidelberg,West Germany (Germany),False,0.6900997449970172,False,1.764052169613979,1897,6,16,1987,8,26,1,0,0,0,0,0,125,291,0,1,0,0,1,0,30,34,1,162,52,8,105,48,0,1,0
-0.6998898342814015,-0.6553412671030203,The Nobel Prize in Chemistry 1935,"""in recognition of their synthesis of new radioactive elements""",194,Paris,France,Institut du Radium,Paris,France,Paris,France,False,-0.6693275118700105,True,-1.7196920982909119,1897,9,12,1956,3,17,1,0,0,0,0,0,84,406,0,1,0,0,1,0,283,31,0,58,93,10,195,12,1,0,0
0.24341813832360026,0.43677829101879617,The Nobel Prize in Chemistry 1967,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",234,Cambridge,United Kingdom,Institute of Physical Chemistry,Cambridge,United Kingdom,Cambridge,United Kingdom,False,0.3502429307802603,False,0.8139400965490087,1897,11,9,1978,6,7,1,0,0,0,0,0,113,358,0,0,0,1,1,0,66,88,1,63,26,25,52,45,0,1,0
0.07667177952978683,0.30026334625356915,The Nobel Prize in Chemistry 1963,"""for their discoveries in the field of the chemistry and technology of high polymers""",228,Helsa,Germany,Max-Planck-Institut für Kohlenforschung (Max-Planck-Institute for Carbon Research),Mülheim/Ruhr,Federal Republic of Germany,Mülheim,West Germany (Germany),False,0.3502429307802603,False,0.4180600661052711,1898,11,26,1973,8,12,1,0,0,0,0,0,109,316,0,1,0,0,1,0,144,34,1,96,83,8,170,48,0,1,0
-0.7046540159612248,-0.6553412671030203,The Nobel Prize in Chemistry 1935,"""in recognition of their synthesis of new radioactive elements""",193,Paris,France,Institut du Radium,Paris,France,Paris,France,False,-0.6693275118700105,False,-1.9572201165571546,1900,3,19,1958,8,14,1,0,0,0,0,0,84,406,0,1,0,0,1,0,283,31,1,58,93,10,195,12,1,0,0
-0.6141345640445832,-0.5529550585291,The Nobel Prize in Chemistry 1938,"""for his work on carotenoids and vitamins""",198,Vienna,Austria-Hungary (Austria),Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Medizinische Forschung,Heidelberg,Germany,Heidelberg,West Germany (Germany),False,-0.6693275118700105,False,-1.7196920982909119,1900,12,3,1967,7,31,1,0,0,0,0,0,87,194,1,0,0,0,1,0,392,3,1,72,52,11,105,48,1,0,0
-0.22823584797890062,-0.0068952794681917465,The Nobel Prize in Chemistry 1954,"""for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances""",217,"Portland, OR",United States of America,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,"Big Sur, CA",United States of America,True,0.010386116563503373,False,-0.5320520069596991,1901,2,28,1994,8,19,1,0,0,0,0,0,100,172,1,0,0,0,1,0,296,89,1,18,94,26,26,46,1,0,0
-0.19012239454031468,0.02723345672311502,The Nobel Prize in Chemistry 1955,"""for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone""",218,"Chicago, IL",United States of America,Cornell University,"Ithaca, NY",United States of America,"White Plains, NY",United States of America,True,0.010386116563503373,False,-0.45287600087095164,1901,5,18,1978,12,11,1,0,0,0,0,0,101,193,1,0,0,0,1,0,81,89,1,30,57,26,274,46,1,0,0
-0.35686875333412815,-0.14341022423341881,The Nobel Prize in Chemistry 1950,"""for their discovery and development of the diene synthesis""",211,Königshütte (Chorzów),Prussia (Poland),Cologne University,Cologne,Federal Republic of Germany,Cologne,West Germany (Germany),False,0.010386116563503373,False,-0.9279320374034368,1902,7,10,1958,6,20,1,0,0,0,0,0,96,324,0,1,0,0,1,0,184,67,1,26,34,8,66,48,1,0,0
-0.4092747518121838,-0.21166769661603232,The Nobel Prize in Chemistry 1948,"""for his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins""",208,Stockholm,Sweden,Uppsala University,Uppsala,Sweden,Uppsala,Sweden,False,-0.32947069765325354,False,-1.0862840495809318,1902,8,10,1971,10,29,1,0,0,0,0,0,94,174,1,0,0,0,1,0,351,84,1,185,125,22,259,40,1,0,0
0.08143596120961007,0.30026334625356915,The Nobel Prize in Chemistry 1963,"""for their discoveries in the field of the chemistry and technology of high polymers""",229,Imperia,Italy,Institute of Technology,Milan,Italy,Bergamo,Italy,False,0.3502429307802603,False,0.0221800356615335,1903,2,26,1979,5,2,1,0,0,0,0,0,109,316,0,1,0,0,1,0,155,47,1,64,76,15,20,22,1,0,0
-0.590313655645467,-0.5188263223377932,The Nobel Prize in Chemistry 1939,"""for his work on sex hormones""",199,Bremerhaven-Lehe,Germany,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biochemie,Berlin-Dahlem,Germany,Munich,Germany,False,-0.6693275118700105,False,-1.878044110468407,1903,3,24,1995,1,18,1,0,0,0,0,0,88,202,0,1,0,0,1,0,47,34,1,73,8,11,167,14,1,0,0
0.27676741008236294,0.47090702721010297,The Nobel Prize in Chemistry 1968,"""for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes""",236,Kristiania (Oslo),Norway,Yale University,"New Haven, CT",United States of America,"Coral Gables, FL",United States of America,False,0.3502429307802603,False,0.4180600661052711,1903,11,27,1976,10,5,1,0,0,0,0,0,114,257,1,0,0,0,1,0,180,59,1,197,87,26,70,46,0,1,0
-0.47597329532970917,-0.2799251689986459,The Nobel Prize in Chemistry 1946,"""for their preparation of enzymes and virus proteins in a pure form""",206,"Ridgeville, IN",United States of America,Rockefeller Institute for Medical Research,"Princeton, NJ",United States of America,Salamanca,Spain,True,-0.32947069765325354,False,-1.402988073935922,1904,8,16,1971,6,15,1,0,0,0,0,0,92,354,0,0,0,1,1,0,310,89,1,120,99,26,221,39,1,0,0
1.1771977475689557,1.1193530148449315,The Nobel Prize in Chemistry 1987,"""for their development and use of molecules with structure-specific interactions of high selectivity""",269,Pusan,Korea (South Korea),Du Pont,"Wilmington, DE",United States of America,"Salem, NJ",United States of America,False,1.0299565592137743,False,1.8432281757027265,1904,10,3,1989,10,26,1,0,0,0,0,0,130,288,0,0,1,0,1,0,303,51,1,33,132,26,222,46,0,1,0
