state,totalsamples,date_year,date_month,date_day,date_dayofweek,date_quarter,date_week_of_year,state_encoded
Andaman and Nicobar Islands,-0.13072717924973531,2020,4,17,4,2,16,0
Andaman and Nicobar Islands,-0.13054776577852545,2020,4,24,4,2,17,0
Andaman and Nicobar Islands,-0.13052400333602196,2020,4,27,0,2,18,0
Andaman and Nicobar Islands,-0.1303966141472162,2020,5,1,4,2,18,0
Andaman and Nicobar Islands,-0.1299856223162237,2020,5,16,5,2,20,0
Andaman and Nicobar Islands,-0.12994512773964967,2020,5,19,1,2,21,0
Andaman and Nicobar Islands,-0.12992867681791648,2020,5,20,2,2,21,0
Andaman and Nicobar Islands,-0.12991672529358042,2020,5,21,3,2,21,0
Andaman and Nicobar Islands,-0.12990322710138907,2020,5,22,4,2,21,0
Andaman and Nicobar Islands,-0.12989422830659483,2020,5,23,5,2,21,0
Andaman and Nicobar Islands,-0.12989422830659483,2020,5,24,6,2,21,0
Andaman and Nicobar Islands,-0.1298891664845231,2020,5,25,0,2,22,0
Andaman and Nicobar Islands,-0.129877214960187,2020,5,26,1,2,22,0
Andaman and Nicobar Islands,-0.12987004404558536,2020,5,27,2,2,22,0
Andaman and Nicobar Islands,-0.12986723192221217,2020,5,28,3,2,22,0
Andaman and Nicobar Islands,-0.1298604828261165,2020,5,29,4,2,22,0
Andaman and Nicobar Islands,-0.1298604828261165,2020,5,30,5,2,22,0
Andaman and Nicobar Islands,-0.1298409385686728,2020,5,31,6,2,22,0
Andaman and Nicobar Islands,-0.12982701855797546,2020,6,1,0,2,23,0
Andaman and Nicobar Islands,-0.12978750822458207,2020,6,2,1,2,23,0
Andaman and Nicobar Islands,-0.1297581215353322,2020,6,3,2,2,23,0
Andaman and Nicobar Islands,-0.12974153000743033,2020,6,4,3,2,23,0
Andaman and Nicobar Islands,-0.12970201967403694,2020,6,5,4,2,23,0
Andaman and Nicobar Islands,-0.12965379175818664,2020,6,6,5,2,23,0
Andaman and Nicobar Islands,-0.12962496749361138,2020,6,7,6,2,23,0
Andaman and Nicobar Islands,-0.12961104748291408,2020,6,8,0,2,24,0
Andaman and Nicobar Islands,-0.1295382134875483,2020,6,9,1,2,24,0
Andaman and Nicobar Islands,-0.1295169819560807,2020,6,10,2,2,24,0
Andaman and Nicobar Islands,-0.12948661102365017,2020,6,11,3,2,24,0
Andaman and Nicobar Islands,-0.12942038551821142,2020,6,12,4,2,24,0
Andaman and Nicobar Islands,-0.1293841091266972,2020,6,13,5,2,24,0
Andaman and Nicobar Islands,-0.12932772605306464,2020,6,14,6,2,24,0
Andaman and Nicobar Islands,-0.12930494785374175,2020,6,15,0,2,25,0
Andaman and Nicobar Islands,-0.12926403145866175,2020,6,16,1,2,25,0
Andaman and Nicobar Islands,-0.12920357080613806,2020,6,17,2,2,25,0
Andaman and Nicobar Islands,-0.12914971864354136,2020,6,18,3,2,25,0
Andaman and Nicobar Islands,-0.12910641194359415,2020,6,19,4,2,25,0
Andaman and Nicobar Islands,-0.12905157553781685,2020,6,20,5,2,25,0
Andaman and Nicobar Islands,-0.12903554643458962,2020,6,21,6,2,25,0
Andaman and Nicobar Islands,-0.12902471975960284,2020,6,22,0,2,26,0
Andaman and Nicobar Islands,-0.12899491125184695,2020,6,23,1,2,26,0
Andaman and Nicobar Islands,-0.12895680698014014,2020,6,24,2,2,26,0
Andaman and Nicobar Islands,-0.12891701543440945,2020,6,25,3,2,26,0
Andaman and Nicobar Islands,-0.12887398994679955,2020,6,26,4,2,26,0
Andaman and Nicobar Islands,-0.12883630749359873,2020,6,27,5,2,26,0
Andaman and Nicobar Islands,-0.12880214019461442,2020,6,28,6,2,26,0
Andaman and Nicobar Islands,-0.1287577086453179,2020,6,29,0,2,27,0
Andaman and Nicobar Islands,-0.12871566740088863,2020,6,30,1,2,27,0
Andaman and Nicobar Islands,-0.12867728191684452,2020,7,1,2,3,27,0
Andaman and Nicobar Islands,-0.12863566249092123,2020,7,2,3,3,27,0
Andaman and Nicobar Islands,-0.12858673154422764,2020,7,3,4,3,27,0
Andaman and Nicobar Islands,-0.12855776667348373,2020,7,4,5,3,27,0
Andaman and Nicobar Islands,-0.12854693999849692,2020,7,5,6,3,27,0
Andaman and Nicobar Islands,-0.1285207872511262,2020,7,6,0,3,28,0
Andaman and Nicobar Islands,-0.12848057388688952,2020,7,7,1,3,28,0
Andaman and Nicobar Islands,-0.12844373507070064,2020,7,8,2,3,28,0
Andaman and Nicobar Islands,-0.12841434838145074,2020,7,9,3,3,28,0
Andaman and Nicobar Islands,-0.12838707078473077,2020,7,10,4,3,28,0
Andaman and Nicobar Islands,-0.12834924772536127,2020,7,11,5,3,28,0
Andaman and Nicobar Islands,-0.12833068771109818,2020,7,12,6,3,28,0
Andaman and Nicobar Islands,-0.12830790951177531,2020,7,13,0,3,29,0
Andaman and Nicobar Islands,-0.12826924281539387,2020,7,14,1,3,29,0
Andaman and Nicobar Islands,-0.1282443555235411,2020,7,15,2,3,29,0
Andaman and Nicobar Islands,-0.12822101489954357,2020,7,16,3,3,29,0
Andaman and Nicobar Islands,-0.12819373730282357,2020,7,17,4,3,29,0
Andaman and Nicobar Islands,-0.12815858576065864,2020,7,18,5,3,29,0
Andaman and Nicobar Islands,-0.1281258245233609,2020,7,19,6,3,29,0
Andaman and Nicobar Islands,-0.12807000387440298,2020,7,20,0,3,30,0
Andaman and Nicobar Islands,-0.12802205717089,2020,7,21,1,3,30,0
Andaman and Nicobar Islands,-0.12796567409725743,2020,7,22,2,3,30,0
Andaman and Nicobar Islands,-0.12792813225022526,2020,7,23,3,3,30,0
Andaman and Nicobar Islands,-0.12786724977919559,2020,7,24,4,3,30,0
Andaman and Nicobar Islands,-0.12783603520975312,2020,7,25,5,3,30,0
Andaman and Nicobar Islands,-0.1278242242915857,2020,7,26,6,3,30,0
Andaman and Nicobar Islands,-0.12775406181342447,2020,7,27,0,3,31,0
Andaman and Nicobar Islands,-0.12770105328783973,2020,7,28,1,3,31,0
Andaman and Nicobar Islands,-0.12765999628659108,2020,7,29,2,3,31,0
Andaman and Nicobar Islands,-0.1276040350314645,2020,7,30,3,3,31,0
Andaman and Nicobar Islands,-0.1275445586221214,2020,7,31,4,3,31,0
Andaman and Nicobar Islands,-0.12750659495658329,2020,8,1,5,3,31,0
Andaman and Nicobar Islands,-0.12746835007870783,2020,8,2,6,3,31,0
Andaman and Nicobar Islands,-0.12740451487813628,2020,8,3,0,3,32,0
Andaman and Nicobar Islands,-0.1273401172528901,2020,8,4,1,3,32,0
Andaman and Nicobar Islands,-0.12729315479255773,2020,8,5,2,3,32,0
Andaman and Nicobar Islands,-0.1271961365361825,2020,8,6,3,3,32,0
Andaman and Nicobar Islands,-0.12714003467488724,2020,8,7,4,3,32,0
Andaman and Nicobar Islands,-0.12711781890023902,2020,8,8,5,3,32,0
Andaman and Nicobar Islands,-0.12711360071517921,2020,8,9,6,3,32,0
Andaman and Nicobar Islands,-0.1270794334161949,2020,8,10,0,3,33,0
Andaman and Nicobar Islands,-0.127064107343811,2020,8,11,1,3,33,0
Andaman and Nicobar Islands,-0.1270234721610683,2020,8,12,2,3,33,0
Andaman and Nicobar Islands,-0.1269912733484452,2020,8,13,3,3,33,0
Andaman and Nicobar Islands,-0.12696933878613428,2020,8,14,4,3,33,0
Andaman and Nicobar Islands,-0.12695809029264152,2020,8,15,5,3,33,0
Andaman and Nicobar Islands,-0.12695527816926833,2020,8,16,6,3,33,0
Andaman and Nicobar Islands,-0.12689298963655204,2020,8,17,0,3,34,0
Andaman and Nicobar Islands,-0.1268557290018572,2020,8,18,1,3,34,0
Andaman and Nicobar Islands,-0.1268042671441277,2020,8,19,2,3,34,0
Andaman and Nicobar Islands,-0.12677839560909432,2020,8,20,3,3,34,0
Andaman and Nicobar Islands,-0.12676630347858958,2020,8,21,4,3,34,0
Andaman and Nicobar Islands,-0.12672201253546175,2020,8,22,5,3,34,0
Andaman and Nicobar Islands,-0.12666717612968445,2020,8,23,6,3,34,0
Andaman and Nicobar Islands,-0.1266341336800494,2020,8,24,0,3,35,0
Andaman and Nicobar Islands,-0.126554128770082,2020,8,25,1,3,35,0
Andaman and Nicobar Islands,-0.12647482689095788,2020,8,26,2,3,35,0
Andaman and Nicobar Islands,-0.12644895535592449,2020,8,27,3,3,35,0
Andaman and Nicobar Islands,-0.12641099169038633,2020,8,28,4,3,35,0
Andaman and Nicobar Islands,-0.12636782559660778,2020,8,29,5,3,35,0
Andaman and Nicobar Islands,-0.12633028374957564,2020,8,30,6,3,35,0
Andaman and Nicobar Islands,-0.12621625214679255,2020,8,31,0,3,36,0
Andaman and Nicobar Islands,-0.1259886107597324,2020,9,1,1,3,36,0
Andaman and Nicobar Islands,-0.12584350519367551,2020,9,2,2,3,36,0
Andaman and Nicobar Islands,-0.12571147600130397,2020,9,3,3,3,36,0
Andaman and Nicobar Islands,-0.12560602137480914,2020,9,4,4,3,36,0
Andaman and Nicobar Islands,-0.125500707354483,2020,9,5,5,3,36,0
Andaman and Nicobar Islands,-0.12541198486205868,2020,9,6,6,3,36,0
Andaman and Nicobar Islands,-0.12530090598881746,2020,9,7,0,3,37,0
Andaman and Nicobar Islands,-0.12515411314873665,2020,9,8,1,3,37,0
Andaman and Nicobar Islands,-0.1250504864024344,2020,9,9,2,3,37,0
Andaman and Nicobar Islands,-0.12490763053507607,2020,9,10,3,3,37,0
Andaman and Nicobar Islands,-0.12478277225730619,2020,9,11,4,3,37,0
Andaman and Nicobar Islands,-0.124657632767199,2020,9,12,5,3,37,0
Andaman and Nicobar Islands,-0.12455794299361922,2020,9,13,6,3,37,0
Andaman and Nicobar Islands,-0.1244583938262081,2020,9,14,0,3,38,0
Andaman and Nicobar Islands,-0.12434084706920853,2020,9,15,1,3,38,0
Andaman and Nicobar Islands,-0.1242043184794399,2020,9,16,2,3,38,0
Andaman and Nicobar Islands,-0.12405429169747992,2020,9,17,3,3,38,0
Andaman and Nicobar Islands,-0.12388922005547336,2020,9,18,4,3,38,0
Andaman and Nicobar Islands,-0.12379838847051913,2020,9,19,5,3,38,0
Andaman and Nicobar Islands,-0.12371669628652782,2020,9,20,6,3,38,0
Andaman and Nicobar Islands,-0.12358199557695175,2020,9,21,0,3,39,0
Andaman and Nicobar Islands,-0.1234941167215394,2020,9,22,1,3,39,0
Andaman and Nicobar Islands,-0.1233892245197192,2020,9,23,2,3,39,0
Andaman and Nicobar Islands,-0.1234734476147464,2020,9,24,3,3,39,0
Andaman and Nicobar Islands,-0.12316734798557409,2020,9,25,4,3,39,0
Andaman and Nicobar Islands,-0.12304220849546689,2020,9,26,5,3,39,0
Andaman and Nicobar Islands,-0.12295756358193372,2020,9,27,6,3,39,0
Andaman and Nicobar Islands,-0.12286167017490775,2020,9,28,0,3,40,0
Andaman and Nicobar Islands,-0.12275031008932921,2020,9,29,1,3,40,0
Andaman and Nicobar Islands,-0.12266200941541087,2020,9,30,2,3,40,0
Andaman and Nicobar Islands,-0.1225336359834245,2020,10,1,3,4,40,0
Andaman and Nicobar Islands,-0.12242663468907442,2020,10,2,4,4,40,0
Andaman and Nicobar Islands,-0.12231499339115856,2020,10,3,5,4,40,0
Andaman and Nicobar Islands,-0.12219238481208723,2020,10,4,6,4,40,0
Andaman and Nicobar Islands,-0.12206499562328149,2020,10,5,0,4,41,0
Andaman and Nicobar Islands,-0.1219551822055582,2020,10,6,1,4,41,0
Andaman and Nicobar Islands,-0.12176944145675865,2020,10,7,2,4,41,0
Andaman and Nicobar Islands,-0.12161013466766712,2020,10,8,3,4,41,0
Andaman and Nicobar Islands,-0.1214571551561653,2020,10,9,4,4,41,0
Andaman and Nicobar Islands,-0.12129798897324244,2020,10,10,5,4,41,0
Andaman and Nicobar Islands,-0.12120209556621647,2020,10,11,6,4,41,0
Andaman and Nicobar Islands,-0.1210915791176499,2020,10,12,0,4,42,0
Andaman and Nicobar Islands,-0.12097234508662641,2020,10,13,1,4,42,0
Andaman and Nicobar Islands,-0.12085367348027756,2020,10,14,2,4,42,0
Andaman and Nicobar Islands,-0.1207269873223151,2020,10,15,3,4,42,0
Andaman and Nicobar Islands,-0.12060915935297822,2020,10,16,4,4,42,0
Andaman and Nicobar Islands,-0.12048064531482319,2020,10,17,5,4,42,0
Andaman and Nicobar Islands,-0.12037476886982237,2020,10,18,6,4,42,0
Andaman and Nicobar Islands,-0.12024161482810157,2020,10,19,0,4,43,0
Andaman and Nicobar Islands,-0.12006965348383068,2020,10,20,1,4,43,0
Andaman and Nicobar Islands,-0.11991456487979894,2020,10,21,2,4,43,0
Andaman and Nicobar Islands,-0.1197742399234765,2020,10,22,3,4,43,0
Andaman and Nicobar Islands,-0.11956797067405261,2020,10,23,4,4,43,0
Andaman and Nicobar Islands,-0.11941161661450295,2020,10,24,5,4,43,0
Andaman and Nicobar Islands,-0.11930672441268277,2020,10,25,6,4,43,0
Andaman and Nicobar Islands,-0.11923796799620813,2020,10,26,0,4,44,0
Andaman and Nicobar Islands,-0.11907022483699703,2020,10,27,1,4,44,0
Andaman and Nicobar Islands,-0.11891977623653108,2020,10,28,2,4,44,0
Andaman and Nicobar Islands,-0.11873178578903296,2020,10,29,3,4,44,0
Andaman and Nicobar Islands,-0.11858077476389237,2020,10,30,4,4,44,0
Andaman and Nicobar Islands,-0.11848741226790227,2020,10,31,5,4,44,0
Andaman and Nicobar Islands,-0.11833190184536457,2020,11,1,6,4,44,0
Andaman and Nicobar Islands,-0.11814320836702316,2020,11,2,0,4,45,0
Andaman and Nicobar Islands,-0.11795367125166979,2020,11,3,1,4,45,0
Andaman and Nicobar Islands,-0.11779098991453044,2020,11,4,2,4,45,0
Andaman and Nicobar Islands,-0.11761762250857294,2020,11,5,3,4,45,0
Andaman and Nicobar Islands,-0.1173961677929338,2020,11,6,4,4,45,0
Andaman and Nicobar Islands,-0.11720086582466538,2020,11,7,5,4,45,0
Andaman and Nicobar Islands,-0.11703087296675571,2020,11,8,6,4,45,0
Andaman and Nicobar Islands,-0.1168603176841714,2020,11,9,0,4,46,0
Andaman and Nicobar Islands,-0.11669144967561103,2020,11,10,1,4,46,0
Andaman and Nicobar Islands,-0.11652173803003868,2020,11,11,2,4,46,0
Andaman and Nicobar Islands,-0.11635779123738138,2020,11,12,3,4,46,0
Andaman and Nicobar Islands,-0.1161910323213509,2020,11,13,4,4,46,0
Andaman and Nicobar Islands,-0.11606251828319587,2020,11,14,5,4,46,0
Andaman and Nicobar Islands,-0.115916990898633,2020,11,15,6,4,46,0
Andaman and Nicobar Islands,-0.11572773499561695,2020,11,16,0,4,47,0
Andaman and Nicobar Islands,-0.11550754573549575,2020,11,17,1,4,47,0
Andaman and Nicobar Islands,-0.11529382435913291,2020,11,18,2,4,47,0
Andaman and Nicobar Islands,-0.11506519872889212,2020,11,19,3,4,47,0
Andaman and Nicobar Islands,-0.11484022885903648,2020,11,20,4,4,47,0
Andaman and Nicobar Islands,-0.11461863353722868,2020,11,21,5,4,47,0
Andaman and Nicobar Islands,-0.11446045159748644,2020,11,22,6,4,47,0
Andaman and Nicobar Islands,-0.11424096536820853,2020,11,23,0,4,48,0
Andaman and Nicobar Islands,-0.11400615306654673,2020,11,24,1,4,48,0
Andaman and Nicobar Islands,-0.11378019895351046,2020,11,25,2,4,48,0
Andaman and Nicobar Islands,-0.11360669094138431,2020,11,26,3,4,48,0
Andaman and Nicobar Islands,-0.11337230045822848,2020,11,27,4,4,48,0
Andaman and Nicobar Islands,-0.11316153181140748,2020,11,28,5,4,48,0
Andaman and Nicobar Islands,-0.11293923345875638,2020,11,29,6,4,48,0
Andaman and Nicobar Islands,-0.11273155814764589,2020,11,30,0,4,49,0
Andaman and Nicobar Islands,-0.11249379311644223,2020,12,1,1,4,49,0
Andaman and Nicobar Islands,-0.11225420020504598,2020,12,2,2,4,49,0
Andaman and Nicobar Islands,-0.11203330791408148,2020,12,3,3,4,49,0
Andaman and Nicobar Islands,-0.11180875986273182,2020,12,4,4,4,49,0
Andaman and Nicobar Islands,-0.11157029180068485,2020,12,5,5,4,49,0
Andaman and Nicobar Islands,-0.11133435464967376,2020,12,6,6,4,49,0
Andaman and Nicobar Islands,-0.11110446356391503,2020,12,7,0,4,50,0
Andaman and Nicobar Islands,-0.11086458944018146,2020,12,8,1,4,50,0
Andaman and Nicobar Islands,-0.11062077834372541,2020,12,9,2,4,50,0
Andaman and Nicobar Islands,-0.1103758423979201,2020,12,10,3,4,50,0
Andaman and Nicobar Islands,-0.1101420143394389,2020,12,11,4,4,50,0
Andaman and Nicobar Islands,-0.10984392926188019,2020,12,12,5,4,50,0
Andaman and Nicobar Islands,-0.10955174964340518,2020,12,13,6,4,50,0
Andaman and Nicobar Islands,-0.10931539067388811,2020,12,14,0,4,51,0
Andaman and Nicobar Islands,-0.10906665836152897,2020,12,15,1,4,51,0
Andaman and Nicobar Islands,-0.1088152545319653,2020,12,16,2,4,51,0
Andaman and Nicobar Islands,-0.10856427252090761,2020,12,17,3,4,51,0
Andaman and Nicobar Islands,-0.10830710383842888,2020,12,18,4,4,51,0
Andaman and Nicobar Islands,-0.10803081271701244,2020,12,19,5,4,51,0
Andaman and Nicobar Islands,-0.10772105732745496,2020,12,20,6,4,51,0
Andaman and Nicobar Islands,-0.10746501349432552,2020,12,21,0,4,52,0
Andaman and Nicobar Islands,-0.10719448722582413,2020,12,22,1,4,52,0
Andaman and Nicobar Islands,-0.10692775732387653,2020,12,23,2,4,52,0
Andaman and Nicobar Islands,-0.10663389043137762,2020,12,24,3,4,52,0
Andaman and Nicobar Islands,-0.10639120418427085,2020,12,25,4,4,52,0
Andaman and Nicobar Islands,-0.10623709982341974,2020,12,26,5,4,52,0
Andaman and Nicobar Islands,-0.10605149968078885,2020,12,27,6,4,52,0
Andaman and Nicobar Islands,-0.1059069565394066,2020,12,28,0,4,53,0
Andaman and Nicobar Islands,-0.10569351637538107,2020,12,29,1,4,53,0
Andaman and Nicobar Islands,-0.10552731988402522,2020,12,30,2,4,53,0
Andaman and Nicobar Islands,-0.1053847452290042,2020,12,31,3,4,53,0
Andaman and Nicobar Islands,-0.10524540451586238,2021,1,1,4,1,53,0
Andaman and Nicobar Islands,-0.10509158136734859,2021,1,2,5,1,53,0
Andaman and Nicobar Islands,-0.10491863577989707,2021,1,3,6,1,53,0
Andaman and Nicobar Islands,-0.10475201747003525,2021,1,4,0,1,1,0
Andaman and Nicobar Islands,-0.10461492645559196,2021,1,5,1,1,1,0
Andaman and Nicobar Islands,-0.1044411372311285,2021,1,6,2,1,1,0
Andaman and Nicobar Islands,-0.10420491886778008,2021,1,7,3,1,1,0
Andaman and Nicobar Islands,-0.10403970661960485,2021,1,8,4,1,1,0
Andaman and Nicobar Islands,-0.10384932586723951,2021,1,9,5,1,1,0
Andaman and Nicobar Islands,-0.10368636331776285,2021,1,10,6,1,1,0
Andaman and Nicobar Islands,-0.10345689405051009,2021,1,11,0,1,2,0
Andaman and Nicobar Islands,-0.10324485994817116,2021,1,12,1,1,2,0
Andaman and Nicobar Islands,-0.10301721856111098,2021,1,13,2,1,2,0
Andaman and Nicobar Islands,-0.10283063417529947,2021,1,14,3,1,2,0
Andaman and Nicobar Islands,-0.10266921829367806,2021,1,15,4,1,2,0
Andaman and Nicobar Islands,-0.10244874782121954,2021,1,16,5,1,2,0
Andaman and Nicobar Islands,-0.10227720829545461,2021,1,17,6,1,2,0
Andaman and Nicobar Islands,-0.1020423959937928,2021,1,18,0,1,3,0
Andaman and Nicobar Islands,-0.10185665524499324,2021,1,19,1,1,3,0
Andaman and Nicobar Islands,-0.10165319811894255,2021,1,20,2,1,3,0
Andaman and Nicobar Islands,-0.10147631555876856,2021,1,21,3,1,3,0
Andaman and Nicobar Islands,-0.10129001238529436,2021,1,22,4,1,3,0
Andaman and Nicobar Islands,-0.10106068372421027,2021,1,23,5,1,3,0
Andaman and Nicobar Islands,-0.10090967269906968,2021,1,24,6,1,3,0
Andaman and Nicobar Islands,-0.10070607496685034,2021,1,25,0,1,4,0
Andaman and Nicobar Islands,-0.10057348334980418,2021,1,26,1,1,4,0
Andaman and Nicobar Islands,-0.1004119268620141,2021,1,27,2,1,4,0
Andaman and Nicobar Islands,-0.10018386365644795,2021,1,28,3,1,4,0
Andaman and Nicobar Islands,-0.09992303921358407,2021,1,29,4,1,4,0
Andaman and Nicobar Islands,-0.09972731542680967,2021,1,30,5,1,4,0
Andaman and Nicobar Islands,-0.0995500110481297,2021,1,31,6,1,4,0
Andaman and Nicobar Islands,-0.0993088714688782,2021,2,1,0,1,5,0
Andaman and Nicobar Islands,-0.09906534158475948,2021,2,2,1,1,5,0
Andaman and Nicobar Islands,-0.0988254674610259,2021,2,3,2,1,5,0
Andaman and Nicobar Islands,-0.09856633029218595,2021,2,4,3,1,5,0
Andaman and Nicobar Islands,-0.09835542103919628,2021,2,5,4,1,5,0
Andaman and Nicobar Islands,-0.0980792705239485,2021,2,6,5,1,5,0
Andaman and Nicobar Islands,-0.09787187642517534,2021,2,7,6,1,5,0
Andaman and Nicobar Islands,-0.09765098413421083,2021,2,8,0,1,6,0
Andaman and Nicobar Islands,-0.09741251607216386,2021,2,9,1,1,6,0
Andaman and Nicobar Islands,-0.09712806979296515,2021,2,10,2,1,6,0
Andaman and Nicobar Islands,-0.09692123811886663,2021,2,11,3,1,6,0
Andaman and Nicobar Islands,-0.09666842822761636,2021,2,12,4,1,6,0
Andaman and Nicobar Islands,-0.0963711867870696,2021,2,13,5,1,6,0
Andaman and Nicobar Islands,-0.09615409086265891,2021,2,14,6,1,6,0
Andaman and Nicobar Islands,-0.09597509920995503,2021,2,15,0,1,7,0
Andaman and Nicobar Islands,-0.09576770511118186,2021,2,16,1,1,7,0
Andaman and Nicobar Islands,-0.09552347219621984,2021,2,17,2,1,7,0
Andaman and Nicobar Islands,-0.09525013380434526,2021,2,18,3,1,7,0
Andaman and Nicobar Islands,-0.09497496753227808,2021,2,19,4,1,7,0
Andaman and Nicobar Islands,-0.09475871524487935,2021,2,20,5,1,7,0
Andaman and Nicobar Islands,-0.0945393696217701,2021,2,21,6,1,7,0
Andaman and Nicobar Islands,-0.09432128945417881,2021,2,22,0,1,8,0
Andaman and Nicobar Islands,-0.09412514384889842,2021,2,23,1,1,8,0
Andaman and Nicobar Islands,-0.09393237279166587,2021,2,24,2,1,8,0
Andaman and Nicobar Islands,-0.09375253750195003,2021,2,25,3,1,8,0
Andaman and Nicobar Islands,-0.09354401855382759,2021,2,26,4,1,8,0
Andaman and Nicobar Islands,-0.09335321598295629,2021,2,27,5,1,8,0
Andaman and Nicobar Islands,-0.09317183402538518,2021,2,28,6,1,8,0
Andaman and Nicobar Islands,-0.09298904600612748,2021,3,1,0,1,9,0
Andaman and Nicobar Islands,-0.09279304100701576,2021,3,2,1,1,9,0
Andaman and Nicobar Islands,-0.09253755959856096,2021,3,3,2,1,9,0
Andaman and Nicobar Islands,-0.09227898485439563,2021,3,4,3,1,9,0
Andaman and Nicobar Islands,-0.09205092164882948,2021,3,5,4,1,9,0
Andaman and Nicobar Islands,-0.09177448992124437,2021,3,6,5,1,9,0
Andaman and Nicobar Islands,-0.0915489576267141,2021,3,7,6,1,9,0
Andaman and Nicobar Islands,-0.0912798374198993,2021,3,8,0,1,10,0
Andaman and Nicobar Islands,-0.09106372573866924,2021,3,9,1,1,10,0
Andaman and Nicobar Islands,-0.0908394588996569,2021,3,10,2,1,10,0
Andaman and Nicobar Islands,-0.09064007935249735,2021,3,11,3,1,10,0
Andaman and Nicobar Islands,-0.09040217371512502,2021,3,12,4,1,10,0
Andaman and Nicobar Islands,-0.09010071408951846,2021,3,13,5,1,10,0
Andaman and Nicobar Islands,-0.08988966423036014,2021,3,14,6,1,10,0
Andaman and Nicobar Islands,-0.08957301913853834,2021,3,15,0,1,11,0
Andaman and Nicobar Islands,-0.08932934864825096,2021,3,16,1,1,11,0
Andaman and Nicobar Islands,-0.08910353514138337,2021,3,17,2,1,11,0
Andaman and Nicobar Islands,-0.08887645617899784,2021,3,18,3,1,11,0
Andaman and Nicobar Islands,-0.08861717840398922,2021,3,19,4,1,11,0
Andaman and Nicobar Islands,-0.08838180367765276,2021,3,20,5,1,11,0
Andaman and Nicobar Islands,-0.08812519741984869,2021,3,21,6,1,11,0
Andaman and Nicobar Islands,-0.08793017666391759,2021,3,22,0,1,12,0
Andaman and Nicobar Islands,-0.0877225013528071,2021,3,23,1,1,12,0
Andaman and Nicobar Islands,-0.08750357754820384,2021,3,24,2,1,12,0
Andaman and Nicobar Islands,-0.08725006462611028,2021,3,25,3,1,12,0
Andaman and Nicobar Islands,-0.0870021759507631,2021,3,26,4,1,12,0
Andaman and Nicobar Islands,-0.08673066543908108,2021,3,27,5,1,12,0
Andaman and Nicobar Islands,-0.08651849073057348,2021,3,28,6,1,12,0
Andaman and Nicobar Islands,-0.08633303119411125,2021,3,29,0,1,13,0
Andaman and Nicobar Islands,-0.08615797651412983,2021,3,30,1,1,13,0
Andaman and Nicobar Islands,-0.08594959817217605,2021,3,31,2,1,13,0
Andaman and Nicobar Islands,-0.08572575315166969,2021,4,1,3,2,13,0
Andaman and Nicobar Islands,-0.08550851662109035,2021,4,2,4,2,13,0
Andaman and Nicobar Islands,-0.08533894558168667,2021,4,3,5,2,13,0
Andaman and Nicobar Islands,-0.0851113041946265,2021,4,4,6,2,13,0
Andaman and Nicobar Islands,-0.08490826888708179,2021,4,5,0,2,14,0
Andaman and Nicobar Islands,-0.0847019996376579,2021,4,6,1,2,14,0
Andaman and Nicobar Islands,-0.08445678247951527,2021,4,7,2,2,14,0
Andaman and Nicobar Islands,-0.08422646957525055,2021,4,8,3,2,14,0
Andaman and Nicobar Islands,-0.08400824880149059,2021,4,9,4,2,14,0
Andaman and Nicobar Islands,-0.0837111479671125,2021,4,10,5,2,14,0
Andaman and Nicobar Islands,-0.08342304592752862,2021,4,11,6,2,14,0
Andaman and Nicobar Islands,-0.08319118635540866,2021,4,12,0,2,15,0
Andaman and Nicobar Islands,-0.08289942855543964,2021,4,13,1,2,15,0
Andaman and Nicobar Islands,-0.08263593259537123,2021,4,14,2,2,15,0
Andaman and Nicobar Islands,-0.08234712752494407,2021,4,15,3,2,15,0
Andaman and Nicobar Islands,-0.08206535276294988,2021,4,16,4,2,15,0
Andaman and Nicobar Islands,-0.08174898888346539,2021,4,17,5,2,15,0
Andaman and Nicobar Islands,-0.08141898620562091,2021,4,18,6,2,15,0
Andaman and Nicobar Islands,-0.08118445511629642,2021,4,19,0,2,16,0
Andaman and Nicobar Islands,-0.08093797250263583,2021,4,20,1,2,16,0
Andaman and Nicobar Islands,-0.08066589956627918,2021,4,21,2,2,16,0
Andaman and Nicobar Islands,-0.08046047395386725,2021,4,22,3,2,16,0
Andaman and Nicobar Islands,-0.08022256831649492,2021,4,23,4,2,16,0
Andaman and Nicobar Islands,-0.08008210275400382,2021,4,24,5,2,16,0
Andaman and Nicobar Islands,-0.07987653653542323,2021,4,25,6,2,16,0
Andaman and Nicobar Islands,-0.07964045877824347,2021,4,26,0,2,17,0
Andaman and Nicobar Islands,-0.07936655796169424,2021,4,27,1,2,17,0
Andaman and Nicobar Islands,-0.07922510815602252,2021,4,28,2,2,17,0
Andaman and Nicobar Islands,-0.07904850680818584,2021,4,29,3,2,17,0
Andaman and Nicobar Islands,-0.07877418417313063,2021,4,30,4,2,17,0
Andaman and Nicobar Islands,-0.07858886524283705,2021,5,1,5,2,17,0
Andaman and Nicobar Islands,-0.07847736455108985,2021,5,2,6,2,17,0
Andaman and Nicobar Islands,-0.07836797295187255,2021,5,3,0,2,18,0
Andaman and Nicobar Islands,-0.07827756318542431,2021,5,4,1,2,18,0
Andaman and Nicobar Islands,-0.07818377887092824,2021,5,5,2,2,18,0
