unnamed_0,year,prize,motivation,laureate_id,birth_city,birth_country,organization_name,organization_city,organization_country,death_city,death_country,usa_born_winner,decade,female,age,category_Chemistry,category_Economics,category_Literature,category_Medicine,category_Peace,category_Physics,prize_encoded,motivation_encoded,prize_share_1/1,prize_share_1/2,prize_share_1/3,prize_share_1/4,laureate_type_Individual,laureate_type_Organization,birth_city_encoded,birth_country_encoded,sex_Male,organization_name_encoded,organization_city_encoded,organization_country_encoded,death_city_encoded,death_country_encoded,age_group_Adult,age_group_Senior,age_group_Youth
-1.7301505866922622,-2.0780645979107857,The Nobel Prize in Chemistry 1901,"""in recognition of the extraordinary services he has rendered by the discovery of the laws of chemical dynamics and osmotic pressure in solutions""",160,Rotterdam,Netherlands,Berlin University,Berlin,Germany,Berlin,Germany,False,-1.9617234557600494,False,-0.8611161274066467,1,0,0,0,0,0,97,525,1,0,0,0,1,0,444,70,1,14,12,12,23,14,1,0,0
-1.726348057930301,-2.0780645979107857,The Nobel Prize in Literature 1901,"""in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect""",569,Paris,France,University of California,"Cambridge, MA",United States of America,Châtenay,France,False,-1.9617234557600494,False,0.20709360307171487,0,0,1,0,0,0,205,542,1,0,0,0,1,0,396,39,1,223,35,28,64,12,1,0,0
-1.72254552916834,-2.0780645979107857,The Nobel Prize in Physiology or Medicine 1901,"""for his work on serum therapy, especially its application against diphtheria, by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths""",293,Hansdorf (Lawice),Prussia (Poland),Marburg University,Marburg,Germany,Marburg,Germany,False,-1.9617234557600494,False,-1.0254560859417792,0,0,0,1,0,0,424,258,1,0,0,0,1,0,204,86,1,126,98,12,153,14,1,0,0
-1.718743000406379,-2.0780645979107857,The Nobel Peace Prize 1901,"""for development of methods to cool and trap atoms with laser light""",462,Geneva,Switzerland,University of California,"Cambridge, MA",United States of America,Heiden,Switzerland,False,-1.9617234557600494,False,1.110963375014944,0,0,0,0,1,0,0,21,0,1,0,0,1,0,174,105,1,223,35,28,107,41,0,1,0
-1.714940471644418,-2.0780645979107857,The Nobel Peace Prize 1901,"""for development of methods to cool and trap atoms with laser light""",463,Paris,France,University of California,"Cambridge, MA",United States of America,Paris,France,False,-1.9617234557600494,False,1.6039832506203415,0,0,0,0,1,0,0,21,0,1,0,0,1,0,396,39,1,223,35,28,197,12,0,1,0
-1.7111379428824571,-2.0780645979107857,The Nobel Prize in Physics 1901,"""in recognition of the extraordinary services he has rendered by the discovery of the remarkable rays subsequently named after him""",1,Lennep (Remscheid),Prussia (Germany),Munich University,Munich,Germany,Munich,Germany,False,-1.9617234557600494,False,-0.28592627253368275,0,0,0,0,0,1,314,526,1,0,0,0,1,0,283,85,1,147,107,12,169,14,1,0,0
-1.707335414120496,-2.0475953252542363,The Nobel Prize in Chemistry 1902,"""in recognition of the extraordinary services he has rendered by his work on sugar and purine syntheses""",161,Euskirchen,Prussia (Germany),Berlin University,Berlin,Germany,Berlin,Germany,False,-1.9617234557600494,False,-0.7789461481390804,1,0,0,0,0,0,98,524,1,0,0,0,1,0,151,85,1,14,12,12,23,14,1,0,0
-1.703532885358535,-2.0475953252542363,The Nobel Prize in Literature 1902,"""the greatest living master of the art of historical writing, with special reference to his monumental work, <I>A history of Rome</I>""",571,Garding,Schleswig (Germany),University of California,"Cambridge, MA",United States of America,Charlottenburg,Germany,False,-1.9617234557600494,False,2.097003126225739,0,0,1,0,0,0,206,549,1,0,0,0,1,0,171,99,1,223,35,28,60,14,0,1,0
-1.699730356596574,-2.0475953252542363,The Nobel Prize in Physiology or Medicine 1902,"""for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it""",294,Almora,India,University College,Liverpool,United Kingdom,Putney Heath,United Kingdom,False,-1.9617234557600494,False,-1.1897960444769118,0,0,0,1,0,0,425,254,1,0,0,0,1,0,13,54,1,220,88,27,211,45,1,0,0
-1.695927827834613,-2.0475953252542363,The Nobel Peace Prize 1902,"""for development of methods to cool and trap atoms with laser light""",464,Geneva,Switzerland,University of California,"Cambridge, MA",United States of America,Bern,Switzerland,False,-1.9617234557600494,False,0.7822834579446788,0,0,0,0,1,0,1,21,0,1,0,0,1,0,174,105,1,223,35,28,24,41,0,1,0
-1.6921252990726519,-2.0475953252542363,The Nobel Peace Prize 1902,"""for development of methods to cool and trap atoms with laser light""",465,Tramelan,Switzerland,University of California,"Cambridge, MA",United States of America,Bern,Switzerland,False,-1.9617234557600494,False,-0.03941633473098395,0,0,0,0,1,0,1,21,0,1,0,0,1,0,526,105,1,223,35,28,24,41,1,0,0
-1.688322770310691,-2.0475953252542363,The Nobel Prize in Physics 1902,"""in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena""",2,Arnhem,Netherlands,Leiden University,Leiden,Netherlands,Paris,Netherlands,False,-1.9617234557600494,False,-0.8611161274066467,0,0,0,0,0,1,315,522,0,1,0,0,1,0,22,70,1,116,84,19,197,27,1,0,0
-1.68452024154873,-2.0475953252542363,The Nobel Prize in Physics 1902,"""in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena""",3,Zonnemaire,Netherlands,Amsterdam University,Amsterdam,Netherlands,Amsterdam,Netherlands,False,-1.9617234557600494,False,-1.847155878617442,0,0,0,0,0,1,315,522,0,1,0,0,1,0,596,70,1,4,2,19,3,27,1,0,0
-1.680717712786769,-2.017126052597687,The Nobel Prize in Chemistry 1903,"""in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation""",162,Vik,Sweden,Stockholm University,Stockholm,Sweden,Stockholm,Sweden,False,-1.9617234557600494,False,-1.271966023744478,1,0,0,0,0,0,99,527,1,0,0,0,1,0,548,104,1,196,153,24,241,40,1,0,0
-1.676915184024808,-2.017126052597687,The Nobel Prize in Literature 1903,"""as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit""",572,Kvikne,Norway,University of California,"Cambridge, MA",United States of America,Paris,France,False,-1.9617234557600494,False,0.9466234164798113,0,0,1,0,0,0,207,1,1,0,0,0,1,0,266,74,1,223,35,28,197,12,0,1,0
-1.6731126552628468,-2.017126052597687,The Nobel Prize in Physiology or Medicine 1903,"""in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science""",295,Thorshavn,Faroe Islands (Denmark),Finsen Medical Light Institute,Copenhagen,Denmark,Copenhagen,Denmark,False,-1.9617234557600494,False,-1.3541360030120444,0,0,0,1,0,0,426,506,1,0,0,0,1,0,514,37,1,49,44,8,70,8,1,0,0
-1.6693101265008858,-2.017126052597687,The Nobel Peace Prize 1903,"""for development of methods to cool and trap atoms with laser light""",466,Fareham,United Kingdom,University of California,"Cambridge, MA",United States of America,London,United Kingdom,False,-1.9617234557600494,False,1.2753033335500763,0,0,0,0,1,0,2,21,1,0,0,0,1,0,154,114,1,223,35,28,143,45,0,1,0
-1.6655075977389249,-2.017126052597687,The Nobel Prize in Physics 1903,"""in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity""",4,Paris,France,École Polytechnique,Paris,France,Paris,France,False,-1.9617234557600494,False,-0.6967761688715142,0,0,0,0,0,1,316,523,0,1,0,0,1,0,396,39,1,292,124,11,197,12,1,0,0
-1.661705068976964,-2.017126052597687,The Nobel Prize in Physics 1903,"""in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel""",5,Paris,France,École municipale de physique et de chimie industrielles (Municipal School of Industrial Physics and Chemistry),Paris,France,Paris,France,False,-1.9617234557600494,False,-1.271966023744478,0,0,0,0,0,1,316,528,0,0,0,1,1,0,396,39,1,294,124,11,197,12,1,0,0
-1.6579025402150027,-2.017126052597687,The Nobel Prize in Physics 1903,"""in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel""",6,Warsaw,Russian Empire (Poland),University of California,"Cambridge, MA",United States of America,Sallanches,France,False,-1.9617234557600494,True,-1.9293258578850083,0,0,0,0,0,1,316,528,0,0,0,1,1,0,562,95,0,223,35,28,225,12,1,0,0
-1.6541000114530418,-1.9866567799411377,The Nobel Prize in Chemistry 1904,"""in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system""",163,Glasgow,Scotland,University College,London,United Kingdom,High Wycombe,United Kingdom,False,-1.9617234557600494,False,-0.6146061896039479,1,0,0,0,0,0,100,510,1,0,0,0,1,0,180,100,1,220,89,27,110,45,1,0,0
-1.6502974826910808,-1.9866567799411377,The Nobel Prize in Literature 1904,"""in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist""",573,Maillane,France,University of California,"Cambridge, MA",United States of America,Maillane,France,False,-1.9617234557600494,False,1.1931333542825102,0,0,1,0,0,0,208,529,0,1,0,0,1,0,311,39,1,223,35,28,151,12,0,1,0
-1.6464949539291198,-1.9866567799411377,The Nobel Prize in Literature 1904,"""in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama""",574,Madrid,Spain,University of California,"Cambridge, MA",United States of America,Madrid,Spain,False,-1.9617234557600494,False,1.0287933957473776,0,0,1,0,0,0,208,532,0,1,0,0,1,0,309,103,1,223,35,28,150,39,0,1,0
-1.6426924251671589,-1.9866567799411377,The Nobel Prize in Physiology or Medicine 1904,"""in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged""",296,Ryazan,Russia,Military Medical Academy,St. Petersburg,Russia,Leningrad,Russia,False,-1.9617234557600494,False,-0.36809625180124905,0,0,0,1,0,0,427,518,1,0,0,0,1,0,448,89,1,146,151,22,134,36,1,0,0
-1.6388898964051977,-1.9866567799411377,The Nobel Peace Prize 1904,"""for development of methods to cool and trap atoms with laser light""",467,"New York, NY",United States of America,University of California,"Cambridge, MA",United States of America,Paris,United States of America,False,-1.9617234557600494,False,0.04275364453658232,0,0,0,0,1,0,3,21,1,0,0,0,0,1,362,115,1,223,35,28,197,46,0,1,0
-1.6350873676432367,-1.9866567799411377,The Nobel Prize in Physics 1904,"""for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies""",8,"Langford Grove, Maldon, Essex",United Kingdom,Royal Institution of Great Britain,London,United Kingdom,Paris,United Kingdom,False,-1.9617234557600494,False,0.20709360307171487,0,0,0,0,0,1,317,187,1,0,0,0,1,0,275,114,1,181,89,27,197,45,1,0,0
-1.6312848388812757,-1.9561875072845882,The Nobel Prize in Chemistry 1905,"""in recognition of his services in the advancement of organic chemistry and the chemical industry, through his work on organic dyes and hydroaromatic compounds""",164,Berlin,Prussia (Germany),Munich University,Munich,Germany,Starnberg,Germany,False,-1.9617234557600494,False,0.864453437212245,1,0,0,0,0,0,101,509,1,0,0,0,1,0,46,85,1,147,107,12,240,14,0,1,0
-1.6274823101193148,-1.9561875072845882,The Nobel Prize in Literature 1905,"""because of his outstanding merits as an epic writer""",575,Wola Okrzejska,Poland,University of California,"Cambridge, MA",United States of America,Vevey,Switzerland,False,-1.9617234557600494,False,-0.03941633473098395,0,0,1,0,0,0,209,5,1,0,0,0,1,0,582,80,1,223,35,28,266,41,1,0,0
-1.6236797813573536,-1.9561875072845882,The Nobel Prize in Physiology or Medicine 1905,"""for his investigations and discoveries in relation to tuberculosis""",297,Clausthal (Clausthal-Zellerfeld),Germany,Institute for Infectious Diseases,Berlin,Germany,Baden-Baden,Germany,False,-1.9617234557600494,False,0.20709360307171487,0,0,0,1,0,0,428,184,1,0,0,0,1,0,114,43,1,87,12,12,9,14,1,0,0
-1.6198772525953926,-1.9561875072845882,The Nobel Peace Prize 1905,"""for development of methods to cool and trap atoms with laser light""",468,Prague,Austrian Empire (Czech Republic),University of California,"Cambridge, MA",United States of America,Vienna,Austria,False,-1.9617234557600494,True,0.20709360307171487,0,0,0,0,1,0,4,21,1,0,0,0,1,0,418,12,0,223,35,28,267,2,1,0,0
-1.6160747238334316,-1.9561875072845882,The Nobel Prize in Physics 1905,"""for his work on cathode rays""",9,Pressburg (Bratislava),Hungary (Slovakia),Kiel University,Kiel,Germany,Messelhausen,Germany,False,-1.9617234557600494,False,-1.3541360030120444,0,0,0,0,0,1,318,251,1,0,0,0,1,0,419,52,1,106,80,12,157,14,1,0,0
-1.6122721950714707,-1.925718234628039,The Nobel Prize in Chemistry 1906,"""in recognition of the great services rendered by him in his investigation and isolation of the element fluorine, and for the adoption in the service of science of the electric furnace called after him""",165,Paris,France,Sorbonne University,Paris,France,Paris,France,False,-1.9617234557600494,False,-0.4502662310688153,1,0,0,0,0,0,102,531,1,0,0,0,1,0,396,39,1,188,124,11,197,12,1,0,0
-1.6084696663095097,-1.925718234628039,The Nobel Prize in Literature 1906,"""not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces""",576,Val di Castello,Tuscany (Italy),University of California,"Cambridge, MA",United States of America,Bologna,Italy,False,-1.9617234557600494,False,0.9466234164798113,0,0,1,0,0,0,210,544,1,0,0,0,1,0,540,110,1,223,35,28,34,22,0,1,0
-1.6046671375475485,-1.925718234628039,The Nobel Prize in Physiology or Medicine 1906,"""in recognition of their work on the structure of the nervous system""",298,Corteno,Italy,Pavia University,Pavia,Italy,Pavia,Italy,False,-1.9617234557600494,False,0.2892635823392811,0,0,0,1,0,0,429,540,0,1,0,0,1,0,121,58,1,166,126,17,199,22,1,0,0
-1.6008646087855876,-1.925718234628039,The Nobel Prize in Physiology or Medicine 1906,"""in recognition of their work on the structure of the nervous system""",299,Petilla de Aragó,Spain,Madrid University,Madrid,Spain,Madrid,Spain,False,-1.9617234557600494,False,-0.4502662310688153,0,0,0,1,0,0,429,540,0,1,0,0,1,0,401,103,1,124,95,23,150,39,1,0,0
-1.5970620800236266,-1.925718234628039,The Nobel Peace Prize 1906,"""for development of methods to cool and trap atoms with laser light""",470,"New York, NY",United States of America,University of California,"Cambridge, MA",United States of America,"Oyster Bay, NY",United States of America,True,-1.9617234557600494,False,-0.943286106674213,0,0,0,0,1,0,5,21,1,0,0,0,1,0,362,115,1,223,35,28,193,46,1,0,0
-1.5932595512616656,-1.925718234628039,The Nobel Prize in Physics 1906,"""in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases""",10,"Cheetham Hill, near Manchester",United Kingdom,University of Cambridge,Cambridge,United Kingdom,Cambridge,United Kingdom,False,-1.9617234557600494,False,-0.7789461481390804,0,0,0,0,0,1,319,530,1,0,0,0,1,0,105,114,1,226,34,27,53,45,1,0,0
-1.5894570224997044,-1.8952489619714896,The Nobel Prize in Chemistry 1907,"""for his biochemical researches and his discovery of cell-free fermentation""",166,Munich,Bavaria (Germany),Landwirtschaftliche Hochschule (Agricultural College),Berlin,Germany,Focsani,Romania,False,-1.9617234557600494,False,-1.0254560859417792,1,0,0,0,0,0,103,69,1,0,0,0,1,0,344,14,1,114,12,12,91,35,1,0,0
-1.5856544937377435,-1.8952489619714896,The Nobel Prize in Literature 1907,"""in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author""",577,Bombay,British India (India),University of California,"Cambridge, MA",United States of America,London,United Kingdom,False,-1.9617234557600494,False,-1.4363059822796105,0,0,1,0,0,0,211,501,1,0,0,0,1,0,59,19,1,223,35,28,143,45,1,0,0
-1.5818519649757825,-1.8952489619714896,The Nobel Prize in Physiology or Medicine 1907,"""in recognition of his work on the role played by protozoa in causing diseases""",300,Paris,France,Institut Pasteur,Paris,France,Paris,France,False,-1.9617234557600494,False,0.20709360307171487,0,0,0,1,0,0,430,519,1,0,0,0,1,0,396,39,1,82,124,11,197,12,1,0,0
-1.5780494362138215,-1.8952489619714896,The Nobel Peace Prize 1907,"""for development of methods to cool and trap atoms with laser light""",471,Milan,Austrian Empire (Italy),University of California,"Cambridge, MA",United States of America,Milan,Italy,False,-1.9617234557600494,False,1.1931333542825102,0,0,0,0,1,0,6,21,0,1,0,0,1,0,323,13,1,223,35,28,160,22,0,1,0
-1.5742469074518606,-1.8952489619714896,The Nobel Peace Prize 1907,"""for development of methods to cool and trap atoms with laser light""",472,Autun,France,Sorbonne University,Paris,France,Barbizon,France,False,-1.9617234557600494,False,0.37143356160684743,0,0,0,0,1,0,6,21,0,1,0,0,1,0,29,39,1,188,124,11,14,12,1,0,0
-1.5704443786898994,-1.8952489619714896,The Nobel Prize in Physics 1907,"""for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid""",11,Strelno (Strzelno),Prussia (Poland),University of Chicago,"Chicago, IL",United States of America,"Pasadena, CA",United States of America,False,-1.9617234557600494,False,-0.36809625180124905,0,0,0,0,0,1,320,207,1,0,0,0,1,0,495,86,1,227,39,28,198,46,1,0,0
-1.5666418499279384,-1.8647796893149402,The Nobel Prize in Chemistry 1908,"""for his investigations into the disintegration of the elements, and the chemistry of radioactive substances""",167,Nelson,New Zealand,Victoria University,Manchester,United Kingdom,Cambridge,United Kingdom,False,-1.9617234557600494,False,-1.847155878617442,1,0,0,0,0,0,104,185,1,0,0,0,1,0,354,71,1,277,97,27,53,45,1,0,0
-1.5628393211659775,-1.8647796893149402,The Nobel Prize in Literature 1908,"""in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life""",578,Aurich,East Friesland (Germany),University of California,"Cambridge, MA",United States of America,Jena,Germany,False,-1.9617234557600494,False,0.20709360307171487,0,0,1,0,0,0,212,507,1,0,0,0,1,0,28,34,1,223,35,28,117,14,1,0,0
-1.5590367924040165,-1.8647796893149402,The Nobel Prize in Physiology or Medicine 1908,"""in recognition of their work on immunity""",301,Kharkov (Kharkiv),Russian Empire (Ukraine),Institut Pasteur,Paris,France,Paris,France,False,-1.9617234557600494,False,0.2892635823392811,0,0,0,1,0,0,431,539,0,1,0,0,1,0,251,97,1,82,124,11,197,12,1,0,0
-1.5552342636420553,-1.8647796893149402,The Nobel Prize in Physiology or Medicine 1908,"""in recognition of their work on immunity""",302,Strehlen (Strzelin),Prussia (Poland),Goettingen University,Göttingen,Germany,Bad Homburg vor der Höhe,Germany,False,-1.9617234557600494,False,-0.4502662310688153,0,0,0,1,0,0,431,539,0,1,0,0,1,0,494,86,1,60,63,12,8,14,1,0,0
-1.5514317348800943,-1.8647796893149402,The Nobel Peace Prize 1908,"""for development of methods to cool and trap atoms with laser light""",473,Gothenburg,Sweden,University of California,"Cambridge, MA",United States of America,Stockholm,Sweden,False,-1.9617234557600494,False,0.37143356160684743,0,0,0,0,1,0,7,21,0,1,0,0,1,0,185,104,1,223,35,28,241,40,1,0,0
-1.5476292061181334,-1.8647796893149402,The Nobel Peace Prize 1908,"""for development of methods to cool and trap atoms with laser light""",474,Næstved,Denmark,University of California,"Cambridge, MA",United States of America,Copenhagen,Denmark,False,-1.9617234557600494,False,0.9466234164798113,0,0,0,0,1,0,7,21,0,1,0,0,1,0,380,33,1,223,35,28,70,8,0,1,0
-1.5438266773561724,-1.8647796893149402,The Nobel Prize in Physics 1908,"""for his method of reproducing colours photographically based on the phenomenon of interference""",12,Hollerich,Luxembourg,Sorbonne University,Paris,France,Paris,United States of America,False,-1.9617234557600494,False,0.2892635823392811,0,0,0,0,0,1,321,201,1,0,0,0,1,0,220,65,1,188,124,11,197,46,1,0,0
-1.5400241485942114,-1.834310416658391,The Nobel Prize in Chemistry 1909,"""in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction""",168,Riga,Russian Empire (Latvia),Leipzig University,Leipzig,Germany,Leipzig,Germany,False,-1.9617234557600494,False,-0.28592627253368275,1,0,0,0,0,0,105,516,1,0,0,0,1,0,437,93,1,117,85,12,133,14,1,0,0
-1.5362216198322503,-1.834310416658391,The Nobel Prize in Literature 1909,"""in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings""",579,Mårbacka,Sweden,University of California,"Cambridge, MA",United States of America,Mårbacka,Sweden,False,-1.9617234557600494,True,-0.6967761688715142,0,0,1,0,0,0,213,500,1,0,0,0,1,0,346,104,0,223,35,28,171,40,1,0,0
-1.5324190910702893,-1.834310416658391,The Nobel Prize in Physiology or Medicine 1909,"""for his work on the physiology, pathology and surgery of the thyroid gland""",303,Berne,Switzerland,Berne University,Berne,Switzerland,Berne,Switzerland,False,-1.9617234557600494,False,0.7001134786771125,0,0,0,1,0,0,432,266,1,0,0,0,1,0,47,105,1,15,14,25,25,41,0,1,0
-1.5286165623083283,-1.834310416658391,The Nobel Peace Prize 1909,"""for development of methods to cool and trap atoms with laser light""",475,Ostend,Belgium,University of California,"Cambridge, MA",United States of America,Lucerne,Switzerland,False,-1.9617234557600494,False,1.6861532298879078,0,0,0,0,1,0,8,21,0,1,0,0,1,0,392,15,1,223,35,28,146,41,0,1,0
-1.5248140335463674,-1.834310416658391,The Nobel Peace Prize 1909,"""for development of methods to cool and trap atoms with laser light""",476,La Flèche,France,University of California,"Cambridge, MA",United States of America,Paris,France,False,-1.9617234557600494,False,-0.2037562932661165,0,0,0,0,1,0,8,21,0,1,0,0,1,0,269,39,1,223,35,28,197,12,1,0,0
-1.5210115047844062,-1.834310416658391,The Nobel Prize in Physics 1909,"""in recognition of their contributions to the development of wireless telegraphy""",13,Bologna,Italy,Marconi Wireless Telegraph Co. Ltd.,London,United Kingdom,Rome,Italy,False,-1.9617234557600494,False,-2.0114958371525744,0,0,0,0,0,1,322,536,0,1,0,0,1,0,58,58,1,127,89,27,219,22,1,0,0
-1.5172089760224452,-1.834310416658391,The Nobel Prize in Physics 1909,"""in recognition of their contributions to the development of wireless telegraphy""",14,Fulda,Hesse-Kassel (Germany),Strasbourg University,Strasbourg,"Alsace (then Germany, now France)","Brooklyn, NY",United States of America,False,-1.9617234557600494,False,-0.03941633473098395,0,0,0,0,0,1,322,536,0,1,0,0,1,0,166,50,1,197,154,0,43,46,1,0,0
-1.5134064472604842,-1.8038411440018416,The Nobel Prize in Chemistry 1910,"""in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds""",169,Koenigsberg (Kaliningrad),Germany (Russia),Goettingen University,Göttingen,Germany,Göttingen,Germany,False,-1.6585117034360914,False,0.2892635823392811,1,0,0,0,0,0,106,511,1,0,0,0,1,0,262,46,1,60,63,12,102,14,1,0,0
-1.5096039184985233,-1.8038411440018416,The Nobel Prize in Literature 1910,"""as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories""",580,Berlin,Prussia (Germany),University of California,"Cambridge, MA",United States of America,Munich,Germany,False,-1.6585117034360914,False,1.6861532298879078,0,0,1,0,0,0,214,2,1,0,0,0,1,0,46,85,1,223,35,28,169,14,0,1,0
-1.5058013897365623,-1.8038411440018416,The Nobel Prize in Physiology or Medicine 1910,"""in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances""",304,Rostock,Mecklenburg (Germany),University of Heidelberg,Heidelberg,Germany,Heidelberg,Germany,False,-1.6585117034360914,False,-0.2037562932661165,0,0,0,1,0,0,433,521,1,0,0,0,1,0,443,67,1,237,69,12,106,14,1,0,0
-1.5019988609746011,-1.8038411440018416,The Nobel Peace Prize 1910,"""for development of methods to cool and trap atoms with laser light""",477,"New York, NY",United States of America,University of California,"Cambridge, MA",United States of America,Paris,United States of America,False,-1.6585117034360914,False,0.04275364453658232,0,0,0,0,1,0,9,21,1,0,0,0,0,1,362,115,1,223,35,28,197,46,0,1,0
-1.4981963322126401,-1.8038411440018416,The Nobel Prize in Physics 1910,"""for his work on the equation of state for gases and liquids""",15,Leiden,Netherlands,Amsterdam University,Amsterdam,Netherlands,Amsterdam,Netherlands,False,-1.6585117034360914,False,1.110963375014944,0,0,0,0,0,1,323,263,1,0,0,0,1,0,279,70,1,4,2,19,3,27,0,1,0
-1.4943938034506792,-1.7733718713452922,The Nobel Prize in Chemistry 1911,"""in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element""",6,Warsaw,Russian Empire (Poland),Sorbonne University,Paris,France,Sallanches,France,False,-1.6585117034360914,True,-1.271966023744478,1,0,0,0,0,0,107,502,1,0,0,0,1,0,562,95,0,188,124,11,225,12,1,0,0
-1.4905912746887182,-1.7733718713452922,The Nobel Prize in Literature 1911,"""in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations""",581,Ghent,Belgium,University of California,"Cambridge, MA",United States of America,Nice,France,False,-1.6585117034360914,False,-0.8611161274066467,0,0,1,0,0,0,215,499,1,0,0,0,1,0,178,15,1,223,35,28,182,12,1,0,0
-1.486788745926757,-1.7733718713452922,The Nobel Prize in Physiology or Medicine 1911,"""for his work on the dioptrics of the eye""",305,Landskrona,Sweden,Uppsala University,Uppsala,Sweden,Stockholm,Sweden,False,-1.6585117034360914,False,-0.8611161274066467,0,0,0,1,0,0,434,260,1,0,0,0,1,0,274,104,1,272,167,24,241,40,1,0,0
-1.482986217164796,-1.7733718713452922,The Nobel Peace Prize 1911,"""for development of methods to cool and trap atoms with laser light""",478,Amsterdam,Netherlands,University of California,"Cambridge, MA",United States of America,the Hague,Netherlands,False,-1.6585117034360914,False,1.110963375014944,0,0,0,0,1,0,10,21,0,1,0,0,1,0,16,70,1,223,35,28,286,27,0,1,0
-1.479183688402835,-1.7733718713452922,The Nobel Peace Prize 1911,"""for development of methods to cool and trap atoms with laser light""",479,Vienna,Austria,University of California,"Cambridge, MA",United States of America,Vienna,Austria,False,-1.6585117034360914,False,-1.0254560859417792,0,0,0,0,1,0,10,21,0,1,0,0,1,0,546,2,1,223,35,28,267,2,1,0,0
-1.4753811596408741,-1.7733718713452922,The Nobel Prize in Physics 1911,"""for his discoveries regarding the laws governing the radiation of heat""",16,Gaffken (Parusnoye),Prussia (Russia),Würzburg University,Würzburg,Germany,Munich,Germany,False,-1.6585117034360914,False,-1.0254560859417792,0,0,0,0,0,1,324,122,1,0,0,0,1,0,168,87,1,286,178,12,169,14,1,0,0
-1.4715786308789132,-1.742902598688743,The Nobel Prize in Chemistry 1912,"""for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry""",172,Cherbourg,France,Nancy University,Nancy,France,Lyon,France,False,-1.6585117034360914,False,-1.5184759615471768,1,0,0,0,0,0,108,339,0,1,0,0,1,0,106,39,1,152,112,11,147,12,1,0,0
-1.467776102116952,-1.742902598688743,The Nobel Prize in Chemistry 1912,"""for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years""",173,Carcassonne,France,Toulouse University,Toulouse,France,Toulouse,France,False,-1.6585117034360914,False,-0.12158631399855023,1,0,0,0,0,0,108,199,0,1,0,0,1,0,93,39,1,215,161,11,250,12,1,0,0
-1.463973573354991,-1.742902598688743,The Nobel Prize in Literature 1912,"""primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art""",582,Bad Salzbrunn,Prussia (Germany),University of California,"Cambridge, MA",United States of America,Agnetendorf (Jagniatków),Germany (Poland),False,-1.6585117034360914,False,-0.7789461481390804,0,0,1,0,0,0,216,545,1,0,0,0,1,0,34,85,1,223,35,28,1,15,1,0,0
