unnamed_0,year,motivation,organization_name,organization_city,organization_country,usa_born_winner,decade,female,age,category_Economics,category_Literature,category_Medicine,category_Peace,category_Physics,prize_share_1/2,prize_share_1/3,prize_share_1/4,laureate_type_Organization,sex_Male,age_group_Senior,age_group_Youth
-1.5894570224997044,-1.8952489619714896,1,-0.5903845438019593,-1.6352605431653104,-1.7851442529784551,False,-1.9617234557600494,False,-1.0254560859417792,0,0,0,0,0,0,0,0,0,1,0,0
-1.5856544937377435,-1.8952489619714896,1,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.9617234557600494,False,-1.4363059822796105,0,1,0,0,0,0,0,0,0,1,0,0
-1.5818519649757825,-1.8952489619714896,1,-0.5903845438019593,1.2449760182551792,-1.9298298770410327,False,-1.9617234557600494,False,0.20709360307171487,0,0,1,0,0,0,0,0,0,1,0,0
-1.5780494362138215,-1.8952489619714896,0,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.9617234557600494,False,1.1931333542825102,0,0,0,1,0,1,0,0,0,1,1,0
-1.5742469074518606,-1.8952489619714896,0,-0.5903845438019593,1.2449760182551792,-1.9298298770410327,False,-1.9617234557600494,False,0.37143356160684743,0,0,0,1,0,1,0,0,0,1,0,0
-1.5704443786898994,-1.8952489619714896,1,2.0765922466290396,-0.6751816893584804,0.529825732022787,False,-1.9617234557600494,False,-0.36809625180124905,0,0,0,0,1,0,0,0,0,1,0,0
-1.5666418499279384,-1.8647796893149402,1,-0.5903845438019593,0.604923449050626,0.38514010796020937,False,-1.9617234557600494,False,-1.847155878617442,0,0,0,0,0,0,0,0,0,1,0,0
-1.5628393211659775,-1.8647796893149402,1,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.9617234557600494,False,0.20709360307171487,0,1,0,0,0,0,0,0,0,1,0,0
-1.5590367924040165,-1.8647796893149402,1,-0.5903845438019593,1.2449760182551792,-1.9298298770410327,False,-1.9617234557600494,False,0.2892635823392811,0,0,1,0,0,1,0,0,0,1,0,0
-1.5552342636420553,-1.8647796893149402,1,-0.5903845438019593,0.604923449050626,-1.7851442529784551,False,-1.9617234557600494,False,-0.4502662310688153,0,0,1,0,0,1,0,0,0,1,0,0
-1.5514317348800943,-1.8647796893149402,0,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.9617234557600494,False,0.37143356160684743,0,0,0,1,0,1,0,0,0,1,0,0
-1.5476292061181334,-1.8647796893149402,0,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.9617234557600494,False,0.9466234164798113,0,0,0,1,0,1,0,0,0,1,1,0
-1.5438266773561724,-1.8647796893149402,1,-0.5903845438019593,1.2449760182551792,-1.9298298770410327,False,-1.9617234557600494,False,0.2892635823392811,0,0,0,0,1,0,0,0,0,1,0,0
-1.5400241485942114,-1.834310416658391,1,-0.5903845438019593,0.604923449050626,-1.7851442529784551,False,-1.9617234557600494,False,-0.28592627253368275,0,0,0,0,0,0,0,0,0,1,0,0
-1.5362216198322503,-1.834310416658391,1,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.9617234557600494,True,-0.6967761688715142,0,1,0,0,0,0,0,0,0,0,0,0
-1.5324190910702893,-1.834310416658391,1,-0.5903845438019593,0.604923449050626,0.09576885983505412,False,-1.9617234557600494,False,0.7001134786771125,0,0,1,0,0,0,0,0,0,1,1,0
-1.5286165623083283,-1.834310416658391,0,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.9617234557600494,False,1.6861532298879078,0,0,0,1,0,1,0,0,0,1,1,0
-1.5248140335463674,-1.834310416658391,0,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.9617234557600494,False,-0.2037562932661165,0,0,0,1,0,1,0,0,0,1,0,0
-1.5210115047844062,-1.834310416658391,1,-0.5903845438019593,-0.35515540475620383,0.38514010796020937,False,-1.9617234557600494,False,-2.0114958371525744,0,0,0,0,1,1,0,0,0,1,0,0
-1.5172089760224452,-1.834310416658391,1,-0.5903845438019593,0.604923449050626,-3.5213717417293866,False,-1.9617234557600494,False,-0.03941633473098395,0,0,0,0,1,1,0,0,0,1,0,0
-1.5134064472604842,-1.8038411440018416,1,-0.5903845438019593,0.604923449050626,-1.7851442529784551,False,-1.6585117034360914,False,0.2892635823392811,0,0,0,0,0,0,0,0,0,1,0,0
-1.5096039184985233,-1.8038411440018416,1,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.6585117034360914,False,1.6861532298879078,0,1,0,0,0,0,0,0,0,1,1,0
-1.5058013897365623,-1.8038411440018416,1,-0.5903845438019593,0.604923449050626,-1.7851442529784551,False,-1.6585117034360914,False,-0.2037562932661165,0,0,1,0,0,0,0,0,0,1,0,0
-1.5019988609746011,-1.8038411440018416,0,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.6585117034360914,False,0.04275364453658232,0,0,0,1,0,0,0,0,1,1,1,0
-1.4981963322126401,-1.8038411440018416,1,-0.5903845438019593,0.604923449050626,-0.7723448845404117,False,-1.6585117034360914,False,1.110963375014944,0,0,0,0,1,0,0,0,0,1,1,0
-1.4943938034506792,-1.7733718713452922,1,-0.5903845438019593,1.2449760182551792,-1.9298298770410327,False,-1.6585117034360914,True,-1.271966023744478,0,0,0,0,0,0,0,0,0,0,0,0
-1.4905912746887182,-1.7733718713452922,1,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.6585117034360914,False,-0.8611161274066467,0,1,0,0,0,0,0,0,0,1,0,0
-1.486788745926757,-1.7733718713452922,1,-0.5903845438019593,0.604923449050626,-0.04891676422752351,False,-1.6585117034360914,False,-0.8611161274066467,0,0,1,0,0,0,0,0,0,1,0,0
-1.482986217164796,-1.7733718713452922,0,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.6585117034360914,False,1.110963375014944,0,0,0,1,0,1,0,0,0,1,1,0
-1.479183688402835,-1.7733718713452922,0,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.6585117034360914,False,-1.0254560859417792,0,0,0,1,0,1,0,0,0,1,0,0
-1.4753811596408741,-1.7733718713452922,1,-0.5903845438019593,0.604923449050626,-1.7851442529784551,False,-1.6585117034360914,False,-1.0254560859417792,0,0,0,0,1,0,0,0,0,1,0,0
-1.4715786308789132,-1.742902598688743,1,-0.5903845438019593,0.604923449050626,-1.9298298770410327,False,-1.6585117034360914,False,-1.5184759615471768,0,0,0,0,0,1,0,0,0,1,0,0
-1.467776102116952,-1.742902598688743,1,-0.5903845438019593,0.604923449050626,-1.9298298770410327,False,-1.6585117034360914,False,-0.12158631399855023,0,0,0,0,0,1,0,0,0,1,0,0
-1.463973573354991,-1.742902598688743,1,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.6585117034360914,False,-0.7789461481390804,0,1,0,0,0,0,0,0,0,1,0,0
-1.46017104459303,-1.742902598688743,1,-0.5903845438019593,0.2848971644483494,0.529825732022787,False,-1.6585117034360914,False,-1.6828159200823094,0,0,1,0,0,0,0,0,0,1,0,0
-1.456368515831069,-1.742902598688743,0,1.18759998315204,-0.9952079739607571,0.529825732022787,True,-1.6585117034360914,False,0.6179434994095462,0,0,0,1,0,0,0,0,0,1,1,0
-1.452565987069108,-1.742902598688743,1,-0.5903845438019593,0.604923449050626,-0.04891676422752351,False,-1.6585117034360914,False,-1.3541360030120444,0,0,0,0,1,0,0,0,0,1,0,0
-1.448763458307147,-1.7124333260321936,1,-0.5903845438019593,0.604923449050626,0.09576885983505412,False,-1.6585117034360914,False,-1.0254560859417792,0,0,0,0,0,0,0,0,0,1,0,0
-1.444960929545186,-1.7124333260321936,1,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.6585117034360914,False,-0.6146061896039479,0,1,0,0,0,0,0,0,0,1,0,0
-1.441158400783225,-1.7124333260321936,1,-0.5903845438019593,1.2449760182551792,-1.9298298770410327,False,-1.6585117034360914,False,0.2892635823392811,0,0,1,0,0,0,0,0,0,1,0,0
-1.437355872021264,-1.7124333260321936,0,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.6585117034360914,False,-0.03941633473098395,0,0,0,1,0,0,0,0,0,1,0,0
-1.4335533432593028,-1.7124333260321936,1,-0.5903845438019593,0.604923449050626,-0.7723448845404117,False,-1.6585117034360914,False,0.04275364453658232,0,0,0,0,1,0,0,0,0,1,0,0
-1.4297508144973419,-1.6819640533756441,1,-1.4793768072789588,-0.9952079739607571,0.529825732022787,True,-1.6585117034360914,False,-1.1076260652093455,0,0,0,0,0,0,0,0,0,1,0,0
-1.425948285735381,-1.6819640533756441,1,-0.5903845438019593,0.604923449050626,-3.087314869541654,False,-1.6585117034360914,False,-1.7649858993498757,0,0,1,0,0,0,0,0,0,1,0,0
-1.42214575697342,-1.6819640533756441,1,-0.5903845438019593,0.604923449050626,-1.7851442529784551,False,-1.6585117034360914,False,-2.0114958371525744,0,0,0,0,1,0,0,0,0,1,0,0
-1.4183432282114588,-1.6514947807190947,1,-0.5903845438019593,0.604923449050626,-1.7851442529784551,False,-1.6585117034360914,False,-1.3541360030120444,0,0,0,0,0,0,0,0,0,1,0,0
-1.4145406994494978,-1.6514947807190947,1,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.6585117034360914,False,-0.8611161274066467,0,1,0,0,0,0,0,0,0,1,0,0
-1.4107381706875368,-1.6514947807190947,1,-0.5903845438019593,-0.35515540475620383,0.38514010796020937,False,-1.6585117034360914,False,-0.5324362103363816,0,0,0,0,1,1,0,0,0,1,0,0
-1.4069356419255759,-1.6514947807190947,1,-0.5903845438019593,0.604923449050626,0.38514010796020937,False,-1.6585117034360914,False,-2.792110640194454,0,0,0,0,1,1,0,0,0,1,0,1
-1.4031331131636147,-1.6210255080625455,1,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.6585117034360914,False,-0.2037562932661165,0,1,0,0,0,0,0,0,0,1,0,0
-1.3993305844016537,-1.590556235405996,1,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.6585117034360914,False,0.04275364453658232,0,1,0,0,0,1,0,0,0,1,0,0
-1.3955280556396927,-1.590556235405996,1,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.6585117034360914,False,0.04275364453658232,0,1,0,0,0,1,0,0,0,1,0,0
-1.3917255268777318,-1.590556235405996,0,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.6585117034360914,False,0.04275364453658232,0,0,0,1,0,0,0,0,1,1,1,0
-1.3879229981157708,-1.590556235405996,1,-0.5903845438019593,0.604923449050626,0.38514010796020937,False,-1.6585117034360914,False,-1.600645940814743,0,0,0,0,1,0,0,0,0,1,0,0
-1.3841204693538096,-1.5600869627494467,1,-0.5903845438019593,0.604923449050626,-1.7851442529784551,False,-1.6585117034360914,False,-0.7789461481390804,0,0,0,0,0,0,0,0,0,1,0,0
-1.3803179405918486,-1.5600869627494467,1,-0.5903845438019593,-1.6352605431653104,-1.7851442529784551,False,-1.6585117034360914,False,0.04275364453658232,0,0,0,0,1,0,0,0,0,1,0,0
-1.3765154118298877,-1.5296176900928975,1,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.6585117034360914,False,1.1931333542825102,0,1,0,0,0,0,0,0,0,1,1,0
-1.3727128830679267,-1.5296176900928975,1,-0.5903845438019593,0.604923449050626,-2.9426292454790763,False,-1.6585117034360914,False,-0.8611161274066467,0,0,1,0,0,0,0,0,0,1,0,0
-1.3689103543059655,-1.5296176900928975,0,1.18759998315204,-0.9952079739607571,0.529825732022787,True,-1.6585117034360914,False,0.2892635823392811,0,0,0,1,0,0,0,0,0,1,0,0
-1.3651078255440046,-1.5296176900928975,1,-0.5903845438019593,0.604923449050626,-1.7851442529784551,False,-1.6585117034360914,False,-1.1897960444769118,0,0,0,0,1,0,0,0,0,1,0,0
-1.3613052967820436,-1.499148417436348,1,-0.5903845438019593,-1.6352605431653104,-1.7851442529784551,False,-1.3552999511121337,False,-0.28592627253368275,0,0,0,0,0,0,0,0,0,1,0,0
-1.3575027680200826,-1.499148417436348,1,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.3552999511121337,False,0.12492362380414859,0,1,0,0,0,0,0,0,0,1,0,0
-1.3537002392581217,-1.499148417436348,1,-0.5903845438019593,0.604923449050626,-2.3638867492287656,False,-1.3552999511121337,False,-1.1076260652093455,0,0,1,0,0,0,0,0,0,1,0,0
-1.3498977104961605,-1.499148417436348,0,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.3552999511121337,False,0.7822834579446788,0,0,0,1,0,0,0,0,0,1,1,0
-1.3460951817341995,-1.499148417436348,1,-0.5903845438019593,0.604923449050626,-1.9298298770410327,False,-1.3552999511121337,False,-0.03941633473098395,0,0,0,0,1,0,0,0,0,1,0,0
-1.3422926529722385,-1.4686791447797987,1,-0.5903845438019593,0.9249497336529027,0.38514010796020937,False,-1.3552999511121337,False,-1.271966023744478,0,0,0,0,0,0,0,0,0,1,0,0
-1.3384901242102776,-1.4686791447797987,1,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.3552999511121337,False,1.439643292085209,0,1,0,0,0,0,0,0,0,1,1,0
-1.3346875954483164,-1.4686791447797987,0,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.3552999511121337,False,0.12492362380414859,0,0,0,1,0,1,0,0,0,1,0,0
-1.3308850666863554,-1.4686791447797987,0,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.3552999511121337,False,-0.6146061896039479,0,0,0,1,0,1,0,0,0,1,0,0
-1.3270825379243945,-1.4686791447797987,1,-0.5903845438019593,-1.6352605431653104,-1.7851442529784551,False,-1.3552999511121337,False,-1.4363059822796105,0,0,0,0,1,0,0,0,0,1,0,0
-1.3232800091624335,-1.4382098721232492,1,1.6320961148905397,-1.3152342585630337,0.38514010796020937,False,-1.3552999511121337,False,-1.1897960444769118,0,0,0,0,0,0,0,0,0,1,0,0
-1.3194774804004725,-1.4382098721232492,1,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.3552999511121337,False,-0.28592627253368275,0,1,0,0,0,0,0,0,0,1,0,0
-1.3156749516385113,-1.4382098721232492,1,-0.5903845438019593,-0.35515540475620383,0.38514010796020937,False,-1.3552999511121337,False,-1.9293258578850083,0,0,1,0,0,1,0,0,0,1,0,0
-1.3118724228765504,-1.4382098721232492,1,-0.5903845438019593,0.604923449050626,-1.7851442529784551,False,-1.3552999511121337,False,-1.7649858993498757,0,0,1,0,0,1,0,0,0,1,0,0
-1.3080698941145894,-1.4382098721232492,0,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.3552999511121337,False,0.12492362380414859,0,0,0,1,0,0,0,0,0,1,0,0
-1.3042673653526284,-1.4382098721232492,1,-0.5903845438019593,0.604923449050626,-2.3638867492287656,False,-1.3552999511121337,False,-1.847155878617442,0,0,0,0,1,0,0,0,0,1,0,0
-1.3004648365906673,-1.4077405994667,1,-0.5903845438019593,0.604923449050626,-3.087314869541654,False,-1.3552999511121337,False,-0.4502662310688153,0,0,0,0,0,0,0,0,0,1,0,0
-1.2966623078287063,-1.4077405994667,1,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.3552999511121337,False,-0.12158631399855023,0,1,0,0,0,0,0,0,0,1,0,0
-1.2928597790667453,-1.4077405994667,1,-0.5903845438019593,0.604923449050626,-2.7979436214164983,False,-1.3552999511121337,False,-2.258005774955273,0,0,1,0,0,1,0,0,0,1,0,0
-1.2890572503047844,-1.4077405994667,1,-0.5903845438019593,0.604923449050626,-2.7979436214164983,False,-1.3552999511121337,False,-1.0254560859417792,0,0,1,0,0,1,0,0,0,1,0,0
-1.2852547215428234,-1.4077405994667,1,-2.3683690707559584,1.565002302857456,0.529825732022787,True,-1.3552999511121337,False,-0.36809625180124905,0,0,0,0,1,0,0,0,0,1,0,0
-1.2814521927808622,-1.3772713268101506,1,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.3552999511121337,False,-0.2037562932661165,0,1,0,0,0,0,0,0,0,1,0,0
-1.2776496640189012,-1.3772713268101506,1,-0.5903845438019593,0.604923449050626,-0.7723448845404117,False,-1.3552999511121337,False,0.37143356160684743,0,0,1,0,0,0,0,0,0,1,0,0
-1.2738471352569403,-1.3772713268101506,1,-0.5903845438019593,0.604923449050626,-0.04891676422752351,False,-1.3552999511121337,False,-1.7649858993498757,0,0,0,0,1,0,0,0,0,1,0,0
-1.2700446064949793,-1.3468020541536012,1,-0.5903845438019593,0.604923449050626,-1.7851442529784551,False,-1.3552999511121337,False,0.04275364453658232,0,0,0,0,0,0,0,0,0,1,0,0
-1.2662420777330181,-1.3468020541536012,1,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.3552999511121337,False,0.7822834579446788,0,1,0,0,0,0,0,0,0,1,1,0
-1.2624395489710571,-1.3468020541536012,0,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.3552999511121337,False,0.20709360307171487,0,0,0,1,0,1,0,0,0,1,0,0
-1.2586370202090962,-1.3468020541536012,0,1.18759998315204,-0.9952079739607571,0.529825732022787,True,-1.3552999511121337,False,0.04275364453658232,0,0,0,1,0,1,0,0,0,1,0,0
-1.2548344914471352,-1.3468020541536012,1,-0.5903845438019593,0.604923449050626,-1.7851442529784551,False,-1.3552999511121337,False,-1.3541360030120444,0,0,0,0,1,1,0,0,0,1,0,0
-1.2510319626851742,-1.3468020541536012,1,-0.5903845438019593,0.604923449050626,-1.7851442529784551,False,-1.3552999511121337,False,-1.7649858993498757,0,0,0,0,1,1,0,0,0,1,0,0
-1.247229433923213,-1.316332781497052,1,-0.5903845438019593,0.604923449050626,-0.04891676422752351,False,-1.3552999511121337,False,-1.4363059822796105,0,0,0,0,0,0,0,0,0,1,0,0
-1.243426905161252,-1.316332781497052,1,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.3552999511121337,True,-0.36809625180124905,0,1,0,0,0,0,0,0,0,0,0,0
-1.2396243763992911,-1.316332781497052,1,-0.5903845438019593,0.604923449050626,-2.3638867492287656,False,-1.3552999511121337,False,-0.03941633473098395,0,0,1,0,0,0,0,0,0,1,0,0
-1.2358218476373302,-1.316332781497052,0,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.3552999511121337,False,0.37143356160684743,0,0,0,1,0,1,0,0,0,1,0,0
-1.232019318875369,-1.316332781497052,0,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.3552999511121337,False,-0.943286106674213,0,0,0,1,0,1,0,0,0,1,0,0
-1.228216790113408,-1.316332781497052,1,-0.5903845438019593,1.2449760182551792,-1.9298298770410327,False,-1.3552999511121337,False,-0.28592627253368275,0,0,0,0,1,0,0,0,0,1,0,0
-1.224414261351447,-1.2858635088405026,1,-0.5903845438019593,0.604923449050626,-1.7851442529784551,False,-1.3552999511121337,False,-0.7789461481390804,0,0,0,0,0,0,0,0,0,1,0,0
-1.220611732589486,-1.2858635088405026,1,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.3552999511121337,False,0.7001134786771125,0,1,0,0,0,0,0,0,0,1,1,0
-1.216809203827525,-1.2858635088405026,1,-0.5903845438019593,0.604923449050626,-3.087314869541654,False,-1.3552999511121337,False,0.864453437212245,0,0,1,0,0,0,0,0,0,1,1,0
-1.213006675065564,-1.2858635088405026,0,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.3552999511121337,False,2.1791731054933052,0,0,0,1,0,1,0,0,0,1,1,0
-1.209204146303603,-1.2858635088405026,0,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.3552999511121337,False,0.7822834579446788,0,0,0,1,0,1,0,0,0,1,1,0
-1.205401617541642,-1.2858635088405026,1,2.0765922466290396,-0.6751816893584804,0.529825732022787,True,-1.3552999511121337,False,-2.0114958371525744,0,0,0,0,1,1,0,0,0,1,0,0
-1.201599088779681,-1.2858635088405026,1,1.6320961148905397,-1.3152342585630337,0.38514010796020937,False,-1.3552999511121337,False,-0.12158631399855023,0,0,0,0,1,1,0,0,0,1,0,0
-1.1977965600177198,-1.2553942361839532,1,-0.5903845438019593,0.604923449050626,-1.7851442529784551,False,-1.3552999511121337,False,-0.6146061896039479,0,0,0,0,0,0,0,0,0,1,0,0
-1.1939940312557589,-1.2553942361839532,1,1.18759998315204,-0.9952079739607571,0.529825732022787,False,-1.3552999511121337,True,-1.1076260652093455,0,1,0,0,0,0,0,0,0,0,0,0
