sr_no
-1.7277043746008858
-1.7190005742250627
-1.7102967738492396
-1.7015929734734165
-1.6928891730975935
-1.6841853727217704
-1.675481572345947
-1.666777771970124
-1.658073971594301
-1.6493701712184778
-1.6406663708426548
-1.6319625704668317
-1.6232587700910086
-1.6145549697151855
-1.6058511693393624
-1.5971473689635394
-1.588443568587716
-1.579739768211893
-1.57103596783607
-1.5623321674602468
-1.5536283670844238
-1.5449245667086007
-1.5362207663327776
-1.5275169659569545
-1.5188131655811314
-1.5101093652053081
-1.501405564829485
-1.492701764453662
-1.483997964077839
-1.4752941637020158
-1.4665903633261927
-1.4578865629503697
-1.4491827625745466
-1.4404789621987235
-1.4317751618229002
-1.4230713614470771
-1.414367561071254
-1.405663760695431
-1.396959960319608
-1.3882561599437848
-1.3795523595679617
-1.3708485591921387
-1.3621447588163156
-1.3534409584404925
-1.3447371580646692
-1.3360333576888461
-1.327329557313023
-1.3186257569372
-1.3099219565613769
-1.3012181561855538
-1.2925143558097307
-1.2838105554339077
-1.2751067550580846
-1.2664029546822613
-1.2576991543064382
-1.2489953539306151
-1.240291553554792
-1.231587753178969
-1.2228839528031459
-1.2141801524273228
-1.2054763520514997
-1.1967725516756766
-1.1880687512998536
-1.1793649509240303
-1.1706611505482072
-1.161957350172384
-1.153253549796561
-1.144549749420738
-1.1358459490449149
-1.1271421486690918
-1.1184383482932687
-1.1097345479174456
-1.1010307475416223
-1.0923269471657993
-1.0836231467899762
-1.074919346414153
-1.06621554603833
-1.057511745662507
-1.0488079452866839
-1.0401041449108608
-1.0314003445350377
-1.0226965441592144
-1.0139927437833913
-1.0052889434075682
-0.9965851430317452
-0.9878813426559221
-0.979177542280099
-0.9704737419042759
-0.9617699415284529
-0.9530661411526297
-0.9443623407768066
-0.9356585404009835
-0.9269547400251604
-0.9182509396493372
-0.9095471392735142
-0.9008433388976911
-0.892139538521868
-0.8834357381460449
-0.8747319377702217
-0.8660281373943987
-0.8573243370185756
-0.8486205366427525
-0.8399167362669294
-0.8312129358911062
-0.8225091355152832
-0.8138053351394601
-0.805101534763637
-0.7963977343878138
-0.7876939340119907
-0.7789901336361676
-0.7702863332603446
-0.7615825328845215
-0.7528787325086983
-0.7441749321328752
-0.7354711317570521
-0.7267673313812291
-0.718063531005406
-0.7093597306295828
-0.7006559302537597
